"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00034485",127,19,2,4,13,44,9,11,24,28,11,12,5,36,16,20,0
"E00165671",173,39,13,10,16,64,16,18,30,34,12,22,0,36,23,12,1
"E00165713",52,3,2,0,1,22,3,4,15,13,3,9,1,14,5,9,0
"E00165714",53,5,1,2,2,21,1,4,16,11,2,9,0,16,7,9,0
"E00165715",199,70,25,31,14,82,24,24,34,22,9,12,1,25,14,10,1
"E00165716",161,39,18,6,15,75,34,22,19,20,9,10,1,27,9,14,4
"E00165717",76,8,5,2,1,28,11,11,6,20,7,12,1,20,8,11,1
"E00165718",175,21,5,11,5,62,16,19,27,38,13,24,1,54,22,32,0
"E00165719",133,41,30,4,7,50,33,2,15,26,14,12,0,16,13,3,0
"E00165720",128,31,6,21,4,56,10,22,24,18,7,10,1,23,9,14,0
"E00165721",54,6,1,4,1,22,4,3,15,15,3,11,1,11,2,9,0
"E00165722",167,47,15,18,14,64,28,16,20,24,10,13,1,32,18,14,0
"E00165723",85,10,3,3,4,48,13,11,24,14,4,10,0,13,4,9,0
"E00165724",166,46,11,25,10,72,23,22,27,20,6,12,2,28,10,18,0
"E00165725",75,5,3,1,1,21,1,5,15,13,3,9,1,36,14,22,0
"E00165726",210,26,5,7,14,73,18,15,40,40,19,19,2,71,37,34,0
"E00165727",85,23,10,5,8,24,7,5,12,17,6,10,1,21,11,9,1
"E00165729",143,19,9,3,7,36,13,9,14,53,10,41,2,35,11,24,0
"E00165730",176,15,5,3,7,93,18,20,55,43,10,29,4,25,6,19,0
"E00165731",108,36,2,25,9,43,12,14,17,9,2,6,1,20,5,15,0
"E00165758",66,6,4,1,1,24,2,7,15,15,2,8,5,21,5,16,0
"E00165759",93,14,8,4,2,25,7,9,9,30,7,19,4,24,8,16,0
"E00165760",137,7,4,1,2,11,4,4,3,19,14,4,1,100,78,22,0
"E00165762",163,35,8,11,16,82,22,26,34,14,5,8,1,32,19,12,1
"E00165763",119,17,2,4,11,44,17,13,14,23,9,11,3,35,18,16,1
"E00176596",136,37,17,12,8,38,13,11,14,23,10,13,0,38,30,7,1
"E00176597",136,24,4,0,20,44,14,9,21,24,8,14,2,44,31,12,1
"E00176598",93,47,13,15,19,39,4,9,26,5,0,5,0,2,0,2,0
"E00176599",90,11,6,1,4,48,14,12,22,10,2,7,1,21,11,9,1
"E00176600",112,62,29,15,18,37,15,5,17,11,4,4,3,2,1,1,0
"E00176601",138,46,10,6,30,78,8,12,58,8,1,6,1,6,5,1,0
"E00176602",77,42,26,13,3,28,16,5,7,2,1,1,0,5,3,2,0
"E00176603",113,66,30,31,5,38,23,12,3,9,5,4,0,0,0,0,0
"E00176604",99,73,38,34,1,21,12,7,2,3,2,1,0,2,2,0,0
"E00176605",124,90,34,50,6,29,18,8,3,5,5,0,0,0,0,0,0
"E00176606",118,75,35,34,6,29,19,8,2,9,7,2,0,5,3,2,0
"E00176607",104,87,26,57,4,16,7,5,4,1,1,0,0,0,0,0,0
"E00176608",135,82,40,40,2,43,26,14,3,6,4,2,0,4,1,3,0
"E00176609",144,25,5,2,18,64,20,11,33,17,11,3,3,38,25,11,2
"E00176610",176,25,14,5,6,70,34,19,17,38,26,7,5,43,32,11,0
"E00176611",52,36,1,33,2,7,1,3,3,6,1,3,2,3,3,0,0
"E00176612",108,57,6,46,5,25,8,8,9,15,5,9,1,11,8,3,0
"E00176613",93,71,14,50,7,20,9,4,7,2,1,0,1,0,0,0,0
"E00176614",136,86,9,76,1,33,15,9,9,9,2,7,0,8,3,5,0
"E00176615",222,187,172,10,5,19,7,3,9,9,3,6,0,7,3,3,1
"E00176616",108,85,55,29,1,19,12,5,2,3,3,0,0,1,1,0,0
"E00176617",817,798,779,12,7,12,7,2,3,4,0,3,1,3,2,1,0
"E00176618",89,17,4,7,6,27,8,11,8,22,8,13,1,23,12,11,0
"E00176619",128,82,36,43,3,31,19,9,3,8,3,5,0,7,6,1,0
"E00176620",134,73,35,35,3,32,18,11,3,13,5,7,1,16,11,5,0
"E00176621",88,71,35,33,3,15,12,0,3,2,2,0,0,0,0,0,0
"E00176622",102,62,29,31,2,29,15,10,4,8,4,4,0,3,2,1,0
"E00176623",63,41,13,23,5,18,13,2,3,3,3,0,0,1,0,1,0
"E00176624",109,54,21,31,2,7,2,4,1,17,12,4,1,31,28,2,1
"E00176625",114,73,43,28,2,34,23,9,2,7,4,3,0,0,0,0,0
"E00176626",156,106,61,41,4,42,29,12,1,5,3,2,0,3,2,1,0
"E00176627",112,54,28,23,3,24,10,5,9,13,8,5,0,21,11,10,0
"E00176628",121,100,37,57,6,20,13,5,2,1,1,0,0,0,0,0,0
"E00176629",125,96,54,40,2,22,14,3,5,6,2,4,0,1,0,1,0
"E00176630",130,19,7,6,6,57,17,20,20,20,4,16,0,34,10,24,0
"E00176631",85,18,2,3,13,27,5,6,16,16,5,10,1,24,8,16,0
"E00176632",95,32,8,9,15,43,6,10,27,6,1,4,1,14,8,6,0
"E00176633",80,40,11,19,10,27,7,8,12,4,4,0,0,9,6,3,0
"E00176634",326,315,270,44,1,8,5,2,1,2,0,2,0,1,1,0,0
"E00176635",127,112,48,62,2,11,10,1,0,3,3,0,0,1,1,0,0
"E00176636",123,99,65,34,0,22,20,2,0,2,1,1,0,0,0,0,0
"E00176637",92,49,37,9,3,35,27,6,2,7,6,1,0,1,1,0,0
"E00176638",138,52,27,23,2,50,38,8,4,22,11,10,1,14,7,7,0
"E00176639",82,76,62,13,1,5,2,1,2,0,0,0,0,1,0,1,0
"E00176640",175,66,13,33,20,58,27,15,16,23,12,11,0,28,21,7,0
"E00176641",79,42,34,3,5,21,10,4,7,9,7,2,0,7,5,2,0
"E00176642",180,146,74,71,1,26,19,3,4,5,2,3,0,3,2,1,0
"E00176643",130,89,43,44,2,34,26,7,1,4,4,0,0,3,2,1,0
"E00176644",115,88,40,46,2,25,16,3,6,2,1,1,0,0,0,0,0
"E00176645",116,83,47,33,3,28,20,7,1,4,1,3,0,1,1,0,0
"E00176646",117,95,57,36,2,14,9,3,2,6,5,1,0,2,1,1,0
"E00176647",129,103,45,54,4,21,14,6,1,4,4,0,0,1,1,0,0
"E00176648",190,28,7,8,13,86,22,16,48,39,10,26,3,37,21,15,1
"E00176649",115,12,4,3,5,26,16,2,8,26,17,8,1,51,32,19,0
"E00176650",124,87,39,43,5,30,18,6,6,4,4,0,0,3,2,1,0
"E00176651",108,18,0,4,14,48,7,9,32,13,5,8,0,29,20,9,0
"E00176652",136,102,65,36,1,29,18,8,3,4,3,1,0,1,0,1,0
"E00176653",243,197,72,113,12,39,19,14,6,7,5,2,0,0,0,0,0
"E00176654",125,52,29,20,3,60,41,12,7,10,6,4,0,3,1,2,0
"E00176655",117,73,45,22,6,36,18,6,12,6,6,0,0,2,1,0,1
"E00176656",135,66,39,25,2,52,39,11,2,12,5,7,0,5,2,3,0
"E00176657",138,111,66,43,2,23,17,5,1,3,1,1,1,1,1,0,0
"E00176658",125,109,58,51,0,13,9,1,3,0,0,0,0,3,1,2,0
"E00176659",117,65,34,31,0,37,28,9,0,11,10,1,0,4,3,1,0
"E00176660",110,72,34,34,4,33,21,10,2,3,2,1,0,2,2,0,0
"E00176661",61,49,12,32,5,12,4,2,6,0,0,0,0,0,0,0,0
"E00176662",122,39,21,4,14,67,13,15,39,8,1,5,2,8,1,7,0
"E00176663",138,78,25,26,27,42,21,4,17,11,7,3,1,7,6,1,0
"E00176664",92,23,10,10,3,39,17,4,18,12,4,4,4,18,4,13,1
"E00176665",211,29,2,8,19,112,52,24,36,31,16,9,6,39,21,18,0
"E00176666",90,32,8,20,4,37,20,8,9,7,2,3,2,14,9,5,0
"E00176667",188,82,37,35,10,65,27,21,17,16,9,7,0,25,15,10,0
"E00176668",208,40,14,14,12,92,29,20,43,34,9,21,4,42,17,25,0
"E00176669",111,38,15,13,10,35,11,10,14,10,5,3,2,28,20,8,0
"E00176670",149,64,28,22,14,59,28,12,19,13,2,10,1,13,8,5,0
"E00176671",159,33,16,7,10,57,15,15,27,20,5,14,1,49,27,21,1
"E00176672",92,54,22,19,13,34,22,6,6,3,2,0,1,1,1,0,0
"E00176673",115,52,31,9,12,43,20,6,17,10,7,3,0,10,5,5,0
"E00176674",116,104,48,52,4,8,4,4,0,2,1,1,0,2,1,1,0
"E00176675",248,187,112,71,4,49,33,12,4,9,5,3,1,3,2,1,0
"E00176676",117,74,41,26,7,33,24,4,5,7,6,1,0,3,3,0,0
"E00176677",127,22,3,7,12,41,7,10,24,25,4,18,3,39,16,22,1
"E00176678",126,25,6,9,10,52,11,12,29,17,4,11,2,32,15,17,0
"E00176679",160,117,66,48,3,32,25,6,1,11,9,2,0,0,0,0,0
"E00176680",171,142,79,59,4,25,20,4,1,3,2,1,0,1,0,1,0
"E00176681",119,79,39,38,2,38,24,9,5,2,1,0,1,0,0,0,0
"E00176682",132,89,56,32,1,37,28,8,1,3,3,0,0,3,3,0,0
"E00176683",119,90,42,47,1,24,17,5,2,4,3,1,0,1,1,0,0
"E00176684",134,107,42,60,5,23,14,7,2,4,3,1,0,0,0,0,0
"E00176685",116,19,3,8,8,65,20,12,33,19,10,8,1,13,7,5,1
"E00176686",127,104,67,34,3,17,13,3,1,5,4,1,0,1,1,0,0
"E00176687",135,115,60,54,1,16,11,5,0,3,2,1,0,1,1,0,0
"E00176688",138,129,77,50,2,7,5,0,2,1,1,0,0,1,1,0,0
"E00176689",60,56,30,25,1,2,1,1,0,2,0,1,1,0,0,0,0
"E00176690",100,79,44,31,4,9,4,1,4,6,5,1,0,6,4,2,0
"E00176691",91,63,20,42,1,13,7,4,2,7,6,1,0,8,4,4,0
"E00176692",132,108,50,55,3,18,10,3,5,4,3,1,0,2,0,2,0
"E00176693",84,66,27,37,2,17,11,5,1,0,0,0,0,1,1,0,0
"E00176694",121,75,51,22,2,26,18,4,4,10,6,4,0,10,8,2,0
"E00176695",108,59,39,20,0,36,19,12,5,6,5,1,0,7,6,1,0
"E00176696",177,35,12,3,20,79,18,20,41,26,3,18,5,37,16,20,1
"E00176697",128,22,14,5,3,60,18,12,30,20,7,10,3,26,12,12,2
"E00176698",45,37,27,10,0,8,4,3,1,0,0,0,0,0,0,0,0
"E00176699",126,31,18,4,9,43,22,12,9,14,10,4,0,38,24,13,1
"E00176700",117,98,46,50,2,13,12,1,0,5,2,3,0,1,1,0,0
"E00176701",146,87,32,48,7,50,34,10,6,6,5,1,0,3,3,0,0
"E00176702",77,38,3,33,2,13,4,3,6,12,5,7,0,14,7,6,1
"E00176703",112,55,6,28,21,51,14,15,22,4,1,3,0,2,0,2,0
"E00176704",107,47,22,11,14,36,13,11,12,10,3,5,2,14,10,4,0
"E00176705",79,49,24,15,10,27,18,4,5,1,1,0,0,2,2,0,0
"E00176706",131,42,9,16,17,65,15,17,33,11,3,6,2,13,5,7,1
"E00176707",108,32,12,13,7,35,7,11,17,16,5,8,3,25,19,6,0
"E00176708",89,20,8,3,9,26,6,5,15,14,8,2,4,29,15,11,3
"E00176709",158,125,97,22,6,26,19,1,6,4,2,1,1,3,2,1,0
"E00176710",152,24,15,9,0,29,14,11,4,47,30,16,1,52,43,9,0
"E00176711",121,93,19,68,6,14,10,2,2,7,7,0,0,7,5,2,0
"E00176712",58,34,26,7,1,14,8,0,6,5,4,1,0,5,3,2,0
"E00176713",48,11,7,3,1,20,7,5,8,6,2,4,0,11,9,2,0
"E00176714",88,14,7,3,4,32,16,6,10,20,12,7,1,22,14,8,0
"E00176715",83,5,3,0,2,9,5,3,1,12,8,4,0,57,46,11,0
"E00176716",108,62,33,27,2,38,22,11,5,4,0,3,1,4,2,2,0
"E00176717",92,57,37,9,11,30,19,4,7,3,1,1,1,2,1,1,0
"E00176718",93,30,11,3,16,35,7,5,23,10,4,3,3,18,7,8,3
"E00176719",122,58,16,29,13,42,31,5,6,9,4,5,0,13,9,4,0
"E00176720",122,12,3,5,4,58,15,13,30,18,4,11,3,34,22,12,0
"E00176721",126,38,15,13,10,69,36,11,22,9,6,2,1,10,6,4,0
"E00176722",118,33,7,15,11,64,13,17,34,17,1,13,3,4,1,3,0
"E00176723",110,7,5,2,0,42,6,10,26,30,2,24,4,31,13,18,0
"E00176724",81,54,20,34,0,17,7,5,5,7,3,4,0,3,2,1,0
"E00176725",111,40,25,15,0,39,23,9,7,17,12,4,1,15,8,7,0
"E00176726",130,58,20,34,4,39,23,2,14,18,7,11,0,15,5,8,2
"E00176727",151,71,20,29,22,43,17,9,17,15,8,6,1,22,13,6,3
"E00176728",84,15,9,3,3,40,20,8,12,11,7,4,0,18,2,16,0
"E00176729",108,23,1,4,18,41,6,10,25,15,5,8,2,29,16,11,2
"E00176730",89,38,13,13,12,28,18,3,7,5,2,2,1,18,10,8,0
"E00176731",73,35,21,3,11,28,15,3,10,8,6,1,1,2,1,0,1
"E00176732",145,56,13,22,21,45,9,13,23,18,7,8,3,26,14,11,1
"E00176733",127,52,35,12,5,49,35,7,7,20,14,3,3,6,5,1,0
"E00176734",62,42,10,31,1,10,8,1,1,7,5,2,0,3,0,2,1
"E00176735",127,114,61,49,4,13,9,3,1,0,0,0,0,0,0,0,0
"E00176736",123,105,38,66,1,13,4,6,3,3,3,0,0,2,1,1,0
"E00176737",114,100,43,57,0,10,7,3,0,3,2,1,0,1,1,0,0
"E00176738",62,8,4,2,2,25,13,2,10,16,10,3,3,13,9,4,0
"E00176739",124,111,35,76,0,12,6,6,0,1,1,0,0,0,0,0,0
"E00176740",118,108,76,27,5,9,9,0,0,0,0,0,0,1,1,0,0
"E00176741",116,6,3,0,3,38,12,7,19,29,14,15,0,43,26,17,0
"E00176742",103,53,15,21,17,39,21,7,11,8,5,2,1,3,3,0,0
"E00176743",113,63,19,20,24,36,13,9,14,12,5,6,1,2,1,1,0
"E00176744",54,29,6,15,8,15,4,2,9,4,0,2,2,6,3,1,2
"E00176745",111,53,18,17,18,33,6,11,16,13,4,8,1,12,5,7,0
"E00176746",330,133,77,38,18,107,62,13,32,38,24,13,1,52,35,16,1
"E00176747",52,9,3,0,6,19,1,9,9,17,7,9,1,7,3,3,1
"E00176748",113,104,45,57,2,8,3,4,1,1,1,0,0,0,0,0,0
"E00176749",157,123,59,60,4,28,19,9,0,6,5,1,0,0,0,0,0
"E00176750",119,29,11,4,14,46,15,9,22,16,8,7,1,28,20,8,0
"E00176751",119,48,26,14,8,49,12,19,18,8,5,3,0,14,9,5,0
"E00176752",151,50,28,14,8,48,22,12,14,24,9,14,1,29,12,15,2
"E00176753",95,38,10,3,25,36,14,8,14,9,2,5,2,12,5,4,3
"E00176754",148,30,18,1,11,52,30,3,19,23,14,9,0,43,33,10,0
"E00176755",135,21,7,5,9,52,18,9,25,32,16,12,4,30,20,9,1
"E00176756",136,108,54,50,4,19,14,5,0,8,4,4,0,1,1,0,0
"E00176757",135,84,49,32,3,31,19,9,3,7,5,1,1,13,10,3,0
"E00176758",55,15,5,6,4,19,12,1,6,14,11,3,0,7,4,3,0
"E00176759",104,33,7,0,26,37,9,9,19,21,10,9,2,13,6,7,0
"E00176760",78,21,5,3,13,25,8,4,13,14,7,5,2,18,7,11,0
"E00176761",102,42,9,11,22,44,16,6,22,8,5,3,0,8,2,6,0
"E00176762",94,35,6,0,29,35,11,10,14,11,8,3,0,13,10,3,0
"E00176763",40,19,2,3,14,12,1,2,9,4,3,0,1,5,1,2,2
"E00176764",116,46,14,7,25,35,7,11,17,18,8,9,1,17,9,8,0
"E00176765",108,74,25,25,24,29,12,8,9,4,2,2,0,1,1,0,0
"E00176766",118,91,49,41,1,26,20,5,1,0,0,0,0,1,1,0,0
"E00176767",94,15,1,6,8,37,4,13,20,12,8,4,0,30,16,14,0
"E00176768",179,17,5,3,9,64,23,19,22,30,18,11,1,68,33,34,1
"E00176769",111,81,42,37,2,27,19,6,2,2,2,0,0,1,0,1,0
"E00176770",57,10,2,2,6,31,6,5,20,8,3,5,0,8,1,7,0
"E00176771",44,2,1,0,1,20,0,6,14,9,0,7,2,13,7,6,0
"E00176772",98,2,0,0,2,35,3,12,20,29,7,20,2,32,10,22,0
"E00176773",107,75,48,17,10,23,12,2,9,4,4,0,0,5,4,1,0
"E00176774",53,7,1,2,4,10,3,1,6,11,3,7,1,25,18,7,0
