"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E01006768",1327,1226,1,0,0,0,0,0,0,0,0,0,1,0,32,0,0,25,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,13,3,0,0,7,0,0,1,0,1,1,0,1,0,3,0,0,0,16,0,1,11,1,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006769",1237,1209,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006770",964,947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01006771",1375,1351,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2,0
"E01006772",1064,1041,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006773",1342,1322,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006774",1397,1351,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,34,3,9,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006775",1288,1269,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006776",1624,1589,0,0,0,0,0,0,0,0,0,1,3,0,11,0,0,7,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E01006778",2129,2015,1,0,0,0,0,0,0,0,0,10,1,1,56,0,1,34,7,2,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,12,0,1,3,8,0,9,0,0,0,0,0,0,0,0,8,1,0,0,0,11,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,2,0,0,0,0
"E01006779",1900,1851,1,0,0,0,0,0,0,0,0,1,0,0,23,1,0,9,1,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006780",1426,1408,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006781",1432,1416,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006782",1500,1469,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,2,0,0,0,10,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01006783",1494,1472,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006784",1293,1275,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006785",1705,1672,1,1,1,0,0,0,0,0,0,3,0,1,13,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1
"E01006786",1757,1731,1,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0
"E01006787",2284,2152,6,2,2,0,0,0,0,0,0,18,2,1,37,0,0,28,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,3,0,0,2,0,1,23,7,0,0,0,7,0,0,0,1,8,0,0,0,15,0,4,5,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
"E01006788",1732,1694,0,0,0,0,0,0,0,0,0,0,3,0,13,0,6,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,11,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"E01006790",1514,1478,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
"E01006791",1616,1543,1,0,0,0,0,0,0,0,0,1,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,12,12,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"E01006792",1333,1306,1,0,0,0,0,0,0,0,0,1,1,1,6,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006793",1450,1405,1,0,0,0,0,0,0,0,0,0,0,0,14,2,2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2,5,0,0,9,4,0,0,0,1,2,0,1,1,0,0,0,0,9,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006794",1543,1502,1,2,0,0,0,1,0,0,1,1,2,7,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,1,1,0,3,0,0,0,2,0,0,0,0,9,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"E01006795",1362,1339,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006796",1548,1458,2,0,0,0,0,0,0,0,0,0,5,5,11,0,2,3,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,24,2,5,7,0,6,1,0,0,0,3,0,0,0,10,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006797",1449,1439,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01006798",1367,1339,0,0,0,0,0,0,0,0,0,1,0,3,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01006799",1785,1761,1,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,2,1,0,0,0,0,0,0,2,6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006800",1368,1335,1,0,0,0,0,0,0,0,0,1,1,2,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,3,0,9,0,1,2,0,4,0,0,0,0,0,0,0,2,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01006801",1326,1299,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,14,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"E01032505",1268,1195,0,0,0,0,0,0,0,0,0,2,1,1,33,7,0,14,2,0,0,5,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,6,1,0,9,2,0,2,0,0,3,0,0,2,0,0,0,0,12,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"E01032506",1349,1269,0,0,0,0,0,0,0,0,0,5,1,3,30,2,3,20,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,7,3,0,0,3,0,0,17,6,0,0,0,1,0,1,2,2,0,0,0,5,8,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"E01032507",1485,1434,1,0,0,0,0,0,0,0,0,9,4,3,21,3,4,7,0,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01032508",1655,1578,0,0,0,0,0,0,0,0,0,0,1,1,20,6,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,3,1,0,19,0,0,0,0,1,0,0,0,9,9,0,0,0,21,1,1,7,0,0,0,2,0,10,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E01032509",1349,1293,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,25,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,12,0,4,1,0,0,1,0,4,1,0,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01032510",1714,1658,1,0,0,0,0,0,0,0,0,0,0,5,20,0,1,11,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,1,0,14,0,0,1,0,0,0,0,0,0,13,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E01032511",1335,1312,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01033747",1002,941,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,2,5,1,0,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0
"E01033748",1242,1138,0,0,0,0,0,0,0,0,0,5,6,3,39,5,2,19,0,1,2,2,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,2,0,0,2,0,0,20,4,4,0,0,0,0,2,2,6,2,0,0,0,9,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01033749",1146,1069,9,1,1,0,0,0,0,0,0,1,0,2,28,8,6,1,1,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,3,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,18,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01033750",1413,1272,2,1,1,0,0,0,0,0,0,10,1,17,32,11,8,6,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,32,2,0,0,2,0,0,13,2,7,0,0,1,0,0,0,3,0,0,0,0,22,0,1,13,4,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
"E01033751",1855,1721,8,0,0,0,0,0,0,0,0,7,2,2,26,5,2,9,0,0,0,0,1,1,0,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,30,9,0,4,4,0,1,13,3,2,1,0,1,2,0,0,4,0,0,0,0,23,1,2,10,3,4,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,1,2,4,0,1,0,0,0,0,1,1,0,0,0,0
"E01033752",1176,961,0,0,0,0,0,0,0,0,0,12,9,31,62,16,11,10,1,1,4,0,0,4,0,4,3,5,1,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,3,55,9,1,1,5,2,0,11,4,2,0,0,5,0,0,0,0,0,0,0,0,18,1,3,5,2,3,0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01033753",1035,820,0,0,0,0,0,0,0,0,0,22,3,20,61,10,8,11,2,0,3,3,4,3,0,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,2,0,2,0,0,0,11,4,0,0,0,2,1,0,0,0,0,0,0,4,17,2,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01033754",1431,1237,3,0,0,0,0,0,0,0,0,16,9,16,50,11,10,18,0,0,2,0,0,2,2,4,0,1,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,4,1,26,12,0,0,6,6,0,19,1,13,1,0,2,0,0,0,0,2,0,0,0,26,1,2,22,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01033755",1064,889,1,0,0,0,0,0,0,0,0,11,1,13,79,39,3,15,0,0,0,8,1,0,0,7,2,1,0,3,0,0,0,0,7,0,0,0,0,7,0,0,0,7,3,18,5,0,4,1,0,0,7,2,0,0,0,2,0,0,0,3,0,0,0,0,22,0,4,7,5,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01033756",1175,876,0,0,0,0,0,0,0,0,0,6,8,16,57,10,4,11,0,1,6,1,0,0,1,21,2,0,0,0,0,0,0,0,8,0,1,0,0,7,0,0,0,2,7,89,11,2,1,8,0,0,11,2,5,2,0,0,0,0,0,1,0,0,0,1,82,8,2,61,1,0,0,7,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E01033757",1011,740,1,0,0,0,0,0,0,0,0,9,2,8,11,1,0,1,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,2,0,11,0,0,0,0,1,4,32,0,22,6,0,4,9,2,0,0,0,1,0,0,0,0,3,3,0,0,168,12,2,144,1,0,3,1,5,0,0,0,0,0,0,0,12,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"E01033758",1719,1136,5,2,1,0,0,1,0,0,0,4,4,14,61,3,6,15,2,0,1,2,0,3,1,22,2,0,0,3,0,1,0,0,2,0,0,0,1,1,0,0,0,4,3,64,11,0,3,4,0,4,18,2,2,0,0,3,4,0,0,3,2,1,0,1,386,16,4,327,1,0,0,5,28,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0
"E01033759",1091,1057,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,3,2,1,0
"E01033760",2112,1613,10,2,0,0,0,2,0,0,0,5,0,17,150,12,10,5,2,1,12,3,0,3,5,84,5,1,0,1,3,0,0,3,13,0,0,0,0,13,0,0,0,13,8,36,11,0,5,5,0,1,9,0,1,0,0,3,0,3,0,1,0,0,0,1,224,6,8,202,2,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01033761",1362,1121,3,0,0,0,0,0,0,0,0,12,7,18,59,13,3,23,1,2,2,0,0,1,1,7,4,1,0,1,0,0,0,0,15,1,2,0,0,12,0,0,0,1,1,50,10,1,1,6,2,0,6,0,1,0,0,2,0,0,0,3,0,0,0,0,58,7,3,39,1,1,0,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01033762",1783,1537,12,0,0,0,0,0,0,0,0,7,9,7,62,6,4,29,0,2,2,1,0,1,2,9,1,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,13,1,50,11,0,4,6,0,1,19,1,6,1,0,0,2,0,0,0,1,3,3,2,50,6,0,34,0,3,2,0,3,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"E01033763",1509,1302,1,0,0,0,0,0,0,0,0,11,4,7,45,0,1,16,2,0,1,11,1,8,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,25,23,0,19,3,1,0,18,6,1,0,0,2,2,0,0,1,0,6,0,0,49,2,12,27,0,0,0,0,4,1,3,0,0,0,0,0,19,2,2,4,0,0,0,1,1,0,0,5,0,0,4,0,0,0,1,0,0,1
"E01033764",2144,2033,0,1,1,0,0,0,0,0,0,8,2,2,44,0,0,26,5,0,5,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,0,1,1,0,0,7,0,1,0,0,1,0,0,3,2,0,0,0,0,10,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,5,3,2,0,1
"E01033765",1300,1237,1,1,1,0,0,0,0,0,0,5,1,5,16,2,0,10,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,3,5,8,0,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,3,7,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01033766",1047,999,5,0,0,0,0,0,0,0,0,6,0,2,10,2,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0
"E01033767",1026,930,0,0,0,0,0,0,0,0,0,11,2,2,31,0,1,12,3,0,12,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,3,24,5,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,2,0,0,3,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
