"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00033055",244,9,4,2,6,2,6,2,6,4,1,2,0,1,2,2,1,4,2,0,1,1,3,3,1,3,2,5,1,5,4,8,5,6,3,7,6,4,6,5,6,8,4,4,2,4,1,6,2,3,1,5,8,0,5,2,8,2,5,1,3,3,3,1,3,3,0,2,0,3,2,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00033056",278,3,4,2,9,4,0,3,2,2,2,5,3,4,3,5,3,1,0,1,2,0,1,4,3,3,5,8,5,4,4,5,4,5,7,5,4,8,6,4,6,5,5,6,4,4,6,3,7,9,7,1,3,3,3,6,2,1,6,4,0,2,1,1,0,2,2,2,4,3,1,0,0,1,4,3,3,0,3,1,3,0,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00033057",292,1,5,6,4,7,2,3,3,5,3,1,3,4,1,6,0,2,3,3,5,4,2,5,7,2,4,3,6,3,3,6,9,12,6,3,1,5,2,5,3,6,10,6,4,4,6,3,4,4,1,3,4,1,3,2,1,4,2,4,4,4,2,2,4,2,1,2,2,4,4,1,3,2,3,2,2,2,1,2,1,1,0,1,3,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
"E00033059",307,2,4,2,2,2,6,3,4,5,4,4,2,7,0,7,3,4,1,1,3,1,0,2,2,1,4,2,1,2,0,0,4,1,2,2,3,4,6,0,3,7,5,2,6,4,8,11,5,4,2,3,6,3,4,1,9,2,3,4,6,1,2,4,3,5,4,4,7,4,3,2,2,4,6,1,5,7,3,3,4,7,3,1,4,2,4,4,1,2,0,2,0,0,0,1,0,0,1,0,0,0
"E00033060",204,1,1,1,2,1,1,2,1,0,1,0,3,3,2,0,3,2,1,3,1,2,0,1,3,2,1,5,1,1,1,0,0,0,1,2,1,1,1,5,2,3,1,2,0,0,3,6,4,2,3,1,3,2,4,2,2,4,3,3,4,2,4,4,3,4,1,1,4,4,5,5,4,3,3,4,7,2,3,2,5,2,5,1,2,3,3,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0
"E00033061",235,2,3,4,3,2,2,3,2,2,1,4,0,6,3,2,4,2,6,4,3,4,4,2,7,3,2,1,2,1,2,1,0,0,3,3,1,1,1,5,5,3,0,4,6,2,2,3,3,6,8,4,3,0,7,4,3,3,2,5,4,5,3,2,2,1,3,2,1,2,2,4,1,2,4,0,6,0,1,3,1,2,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033062",264,5,1,6,2,3,2,4,1,3,1,4,2,2,2,3,3,6,4,4,5,1,3,1,1,2,3,2,2,1,1,2,3,1,1,0,5,4,1,6,3,4,4,3,3,5,6,5,2,2,3,4,5,3,4,4,3,3,6,3,3,4,6,5,7,3,6,2,4,3,2,2,1,3,2,4,6,3,1,1,0,2,3,2,2,3,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0
"E00033063",259,2,0,2,2,1,0,2,2,3,4,5,5,2,7,2,2,3,4,3,0,1,2,1,2,2,4,3,4,1,2,1,2,1,1,1,2,1,3,4,3,3,4,3,1,4,1,7,6,5,8,0,5,4,5,8,8,5,8,9,6,2,6,5,3,5,2,4,3,1,4,4,4,3,3,3,2,0,0,1,2,1,0,2,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"E00033064",235,7,1,4,3,3,5,2,0,4,1,2,3,5,1,1,4,5,8,0,3,2,0,0,3,1,0,5,0,2,1,0,3,1,2,1,0,4,4,3,3,3,7,5,6,4,8,7,10,10,3,4,5,1,2,0,2,3,0,4,2,4,5,8,3,2,1,3,1,1,3,1,0,1,1,2,1,3,3,2,2,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033065",293,4,3,1,3,3,4,6,3,1,1,11,4,3,2,5,3,3,5,4,2,3,0,5,5,1,4,0,3,1,3,2,3,5,3,7,5,5,3,2,3,5,6,5,2,9,5,5,3,6,5,6,7,5,4,5,5,6,6,5,3,2,4,5,2,3,1,2,2,3,2,1,2,0,1,3,3,0,2,1,2,2,1,2,3,0,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0
"E00033066",242,5,1,1,0,2,1,0,0,0,1,1,0,4,1,1,1,1,2,0,2,2,3,3,1,8,11,7,6,11,5,6,11,12,5,18,5,6,3,2,6,4,3,5,3,2,6,4,3,1,1,1,3,0,2,1,1,2,0,2,5,4,6,1,1,3,1,1,2,3,1,2,1,1,1,1,1,0,0,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"E00033067",279,3,2,2,3,2,0,1,2,1,0,1,2,1,0,1,3,1,3,0,1,1,1,1,2,6,16,11,11,12,11,17,21,4,13,9,5,2,7,5,3,3,4,7,2,5,5,2,4,0,2,3,2,1,5,2,1,0,4,2,2,0,3,2,2,3,2,0,4,1,2,3,1,0,0,0,1,0,0,1,4,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"E00033068",327,1,1,4,1,2,0,2,1,2,0,1,0,1,1,1,0,0,1,2,1,6,6,8,12,12,22,10,16,8,18,13,18,12,9,7,7,6,9,5,6,7,6,7,1,2,4,3,4,6,5,1,3,4,4,5,4,1,2,2,4,4,1,2,1,0,2,0,1,1,1,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033069",248,4,8,0,0,2,0,0,2,0,0,0,0,2,0,1,1,0,0,1,1,0,2,2,6,4,10,20,8,10,11,16,8,10,11,3,6,6,3,9,4,3,4,5,3,2,4,2,0,4,3,6,1,1,3,3,1,0,3,1,5,2,2,0,2,0,2,0,0,1,4,1,1,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033070",279,1,1,0,1,2,2,0,3,2,0,0,2,1,0,0,4,0,2,2,1,1,2,5,0,9,7,8,12,13,14,1,7,4,6,11,8,4,11,2,10,6,4,8,10,3,9,1,1,2,3,6,8,8,4,3,0,1,2,4,3,2,2,0,1,1,2,3,2,3,1,0,0,3,2,0,2,1,2,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"E00033071",275,5,0,1,5,3,1,3,2,1,4,0,3,2,1,1,2,2,1,0,2,6,3,5,7,3,6,9,4,9,7,14,12,3,8,6,7,2,4,4,5,5,11,4,8,5,8,2,4,6,3,5,2,3,5,2,2,3,2,2,1,3,1,2,3,0,1,4,1,1,1,2,3,0,0,1,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033072",304,2,5,0,0,2,1,0,1,1,1,0,1,2,0,0,0,0,1,3,5,5,11,6,9,18,23,11,12,10,13,12,9,8,5,2,9,7,5,7,1,6,6,6,2,9,4,5,2,1,5,3,7,3,1,2,0,2,4,2,4,3,2,0,4,1,1,1,0,2,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033073",257,1,0,1,0,0,0,0,0,0,0,0,1,2,0,3,1,1,0,2,1,3,3,2,9,9,21,6,11,7,9,10,15,12,6,4,6,10,4,4,4,2,3,1,3,4,3,1,1,2,1,2,2,1,0,1,1,1,2,3,2,6,4,1,2,4,1,1,3,2,0,1,1,2,2,0,2,0,4,0,1,2,0,0,1,0,1,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0
"E00033074",299,3,3,4,0,2,1,6,3,3,1,2,2,2,3,2,3,2,1,1,4,2,2,4,6,2,10,17,5,13,9,7,5,4,9,5,3,6,7,9,4,7,6,8,7,6,4,4,3,2,3,9,2,2,1,4,3,3,3,2,3,3,6,4,3,1,2,0,3,1,2,1,1,1,0,0,1,0,1,1,0,0,2,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033075",254,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,3,3,4,10,4,5,4,2,10,6,5,2,4,4,5,3,0,5,5,3,2,3,8,5,2,3,4,2,3,4,5,5,6,5,5,6,4,2,6,3,5,8,5,6,1,1,1,5,3,0,3,1,1,2,1,2,1,1,5,3,2,3,0,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0
"E00033076",397,1,3,3,2,1,5,2,3,2,1,4,2,4,1,4,5,2,0,2,0,2,1,2,2,3,3,5,0,7,1,7,4,4,5,10,4,6,5,7,6,7,3,5,1,5,1,5,10,6,4,1,7,1,4,5,4,4,4,6,3,4,3,2,6,5,5,2,4,7,6,4,4,4,5,7,6,4,4,5,3,5,7,6,4,9,6,4,6,6,3,0,7,2,2,3,6,3,3,2,2,4
"E00033077",292,2,2,0,0,0,0,1,0,2,0,2,2,1,2,1,3,1,0,0,3,0,7,4,8,10,7,12,10,6,11,12,10,17,5,9,3,9,4,3,3,1,4,3,3,4,2,3,4,4,6,5,3,3,1,5,2,7,3,5,2,1,0,3,3,4,1,0,1,0,1,3,1,2,0,2,3,4,3,2,1,1,1,1,2,3,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0
"E00033078",329,4,4,4,1,1,2,2,2,0,0,2,0,1,0,0,2,0,1,1,3,2,3,4,1,3,4,19,0,5,2,9,7,10,7,3,3,2,4,6,4,4,7,4,4,2,5,4,2,4,3,1,2,6,5,7,6,5,5,1,4,5,1,2,8,4,0,3,4,1,4,6,2,3,4,3,4,2,1,1,9,5,1,7,1,8,6,2,2,7,1,5,2,1,1,1,2,0,0,1,0,0
"E00033079",230,2,2,0,3,1,3,3,0,2,4,3,4,1,3,2,3,2,0,1,2,6,2,2,3,3,5,5,4,4,5,9,10,6,7,4,3,1,5,2,4,2,2,5,5,3,2,3,3,5,0,4,3,2,0,2,2,2,1,3,4,6,5,2,3,5,3,1,1,2,0,4,1,1,3,0,2,0,0,2,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033080",197,1,1,1,2,4,0,4,0,0,0,1,2,0,2,0,1,0,1,0,0,0,2,2,5,1,0,5,1,8,0,11,1,5,6,4,5,2,2,1,4,4,8,2,6,4,2,5,3,2,3,2,1,3,8,1,1,0,2,1,2,2,1,2,1,2,0,1,3,1,0,0,0,5,2,2,2,2,4,4,1,3,3,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
"E00033081",220,4,1,2,3,0,1,2,0,1,1,3,0,1,1,2,0,1,2,1,0,2,3,2,0,1,3,7,2,7,9,7,7,2,7,4,5,3,5,7,6,5,3,6,2,3,6,3,2,6,6,1,2,3,6,2,0,0,1,3,3,3,1,2,1,3,1,2,1,4,0,1,1,1,1,1,0,3,2,0,0,0,0,0,0,1,1,2,1,2,1,3,1,0,0,0,1,0,0,1,0,0
"E00033082",312,0,3,1,2,2,2,1,2,2,4,3,6,3,5,5,9,6,5,6,1,2,3,3,4,5,3,3,2,1,2,1,0,1,1,0,0,2,1,4,4,2,2,3,9,2,5,8,4,4,7,6,7,5,3,11,9,7,5,4,4,6,9,7,4,7,7,3,3,2,2,1,5,3,5,3,1,6,1,0,6,3,1,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033083",336,2,3,1,0,4,3,2,4,5,1,4,8,6,7,3,7,6,7,6,4,8,4,1,4,2,1,4,2,3,4,2,2,1,0,3,1,2,4,4,6,5,6,9,1,4,6,11,2,10,6,6,8,5,4,8,6,3,4,4,7,12,10,7,2,5,5,9,4,4,4,1,2,6,3,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033084",325,0,6,4,3,1,7,3,2,3,2,7,6,2,5,5,6,1,6,2,2,6,2,5,5,4,2,3,0,0,1,2,2,4,3,0,4,3,6,1,5,4,5,10,9,9,7,6,5,3,4,9,6,1,1,1,5,2,5,2,4,8,8,2,6,2,4,4,5,1,3,2,2,2,2,4,7,4,7,2,3,3,3,0,2,3,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"E00033085",321,5,2,5,3,2,2,1,4,3,5,1,5,2,2,3,6,5,2,5,2,3,2,3,2,5,3,3,5,2,4,3,1,5,3,4,4,2,4,4,4,4,4,5,5,4,2,2,1,3,4,3,5,6,7,3,5,7,5,7,8,11,9,5,7,8,5,2,6,6,2,4,2,2,2,1,3,4,3,4,0,5,0,1,0,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033086",249,3,1,0,1,0,0,3,2,1,2,1,1,2,2,1,2,4,4,4,1,1,1,2,2,0,0,1,4,5,0,4,2,2,1,1,2,1,2,1,2,2,6,1,2,0,1,2,2,2,4,6,5,4,5,5,6,5,0,1,2,5,5,2,4,2,3,1,3,5,6,5,5,9,8,2,4,6,7,5,8,5,3,4,2,1,1,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0
"E00033087",397,3,6,5,2,1,6,4,4,4,7,10,4,3,10,2,12,16,10,3,10,5,4,4,4,5,2,6,0,4,2,9,3,1,5,3,8,6,5,6,3,4,3,3,7,6,13,6,8,13,7,6,8,13,5,5,8,4,7,5,4,2,5,3,5,2,2,1,2,0,2,1,5,4,2,2,5,0,4,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"E00033088",239,3,3,2,2,1,3,1,0,2,2,1,1,0,3,3,1,4,5,2,9,0,4,1,6,1,4,4,1,3,3,1,5,2,4,3,2,1,3,4,5,1,3,0,4,9,1,2,8,5,4,2,4,5,1,4,3,3,1,5,0,2,3,2,2,6,1,5,3,2,3,1,4,2,2,2,4,3,6,0,1,2,1,2,2,0,0,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0
"E00033089",302,5,4,4,2,5,3,2,2,1,5,5,4,2,2,5,7,4,8,6,4,3,3,3,3,5,2,1,3,2,6,2,1,5,4,3,6,3,4,7,5,4,7,3,4,8,4,5,2,7,8,9,3,5,5,3,3,1,4,4,0,4,8,1,2,2,6,1,0,2,5,0,2,2,2,4,3,1,1,4,3,2,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"E00033090",376,6,3,3,5,4,2,4,4,1,6,5,4,4,3,1,5,5,6,7,5,5,3,7,6,4,12,4,8,7,2,4,2,2,4,2,3,2,4,3,7,2,5,8,9,6,7,7,10,8,9,9,5,4,4,6,5,3,5,2,6,9,2,6,4,3,0,2,2,2,9,3,0,7,3,1,2,0,6,0,9,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033091",306,2,0,2,0,4,1,1,4,1,1,1,2,3,3,6,4,6,7,5,7,5,4,6,1,0,2,8,3,8,1,3,5,1,0,2,4,2,2,2,3,2,4,3,6,7,9,8,5,4,6,7,3,7,6,1,5,7,4,3,3,2,5,4,8,8,5,0,7,4,3,2,4,3,2,4,2,3,2,1,0,0,1,2,1,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1
"E00033092",307,3,3,2,1,1,5,3,2,3,5,1,2,1,2,3,7,3,7,3,6,2,5,3,2,2,2,5,0,3,1,1,4,4,2,5,2,1,1,3,4,4,2,2,2,2,5,6,6,4,7,7,5,9,7,5,1,5,4,6,8,4,4,3,5,4,3,6,3,6,2,5,1,2,4,3,3,1,7,4,1,2,1,5,1,1,3,1,5,1,1,0,0,0,0,0,0,0,2,0,0,1
"E00033093",372,4,2,9,1,2,0,6,9,3,2,1,6,2,5,3,6,5,6,6,2,3,8,3,6,6,4,3,7,3,3,4,10,0,2,1,2,2,6,4,7,6,5,6,8,4,11,9,5,12,8,15,3,6,8,3,4,3,7,4,6,4,4,2,4,2,1,6,4,5,0,1,2,3,4,1,3,6,4,3,7,1,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033094",328,2,1,3,3,3,3,2,3,1,4,3,0,6,3,4,8,3,3,0,2,7,1,5,4,2,3,10,2,5,5,3,6,1,4,0,2,1,3,3,4,4,5,3,3,3,4,5,5,11,2,6,6,6,9,4,6,2,4,7,5,9,5,2,4,4,3,6,7,9,2,3,2,4,4,4,7,3,1,8,1,4,1,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033095",443,3,0,2,4,2,2,2,4,3,4,7,5,1,10,6,9,7,6,5,7,3,6,5,5,3,2,2,5,6,4,9,2,9,7,3,3,2,1,4,2,2,4,10,6,7,8,8,5,14,14,8,5,12,9,7,7,5,7,8,15,12,8,5,9,7,4,2,6,5,4,4,4,5,4,1,0,1,4,3,0,3,1,5,0,3,2,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0
"E00033096",262,2,6,1,4,2,3,1,0,3,2,2,1,5,5,2,3,0,4,1,1,2,3,1,1,2,3,2,1,0,0,0,4,1,5,2,3,2,0,1,2,3,3,4,8,3,4,4,2,4,2,5,3,4,4,2,4,5,6,1,7,5,1,2,5,2,2,5,5,3,4,3,4,5,3,6,2,1,3,11,1,4,3,2,5,1,3,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0
"E00033097",263,1,3,2,3,2,2,0,0,1,4,4,2,4,2,5,3,7,10,5,5,3,6,6,5,2,4,4,0,5,3,0,3,0,1,0,1,1,2,1,4,4,4,4,6,11,2,3,3,2,7,10,5,2,5,7,1,6,3,3,2,2,3,3,1,1,2,0,2,2,2,2,3,3,1,3,4,3,2,3,4,2,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"E00033098",277,3,0,0,3,1,3,5,4,3,1,3,5,0,3,2,4,2,1,1,1,2,7,4,2,4,0,2,4,3,1,1,3,3,5,3,1,3,4,3,1,4,3,5,3,3,3,5,2,6,8,4,4,2,5,3,4,2,7,0,0,9,5,4,6,4,3,4,1,6,5,4,2,6,6,4,11,4,1,1,1,2,3,2,1,1,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0
"E00033099",163,1,1,0,1,1,1,2,0,0,1,2,0,1,2,0,0,2,4,4,0,2,2,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,1,1,1,1,1,1,2,1,5,3,0,2,3,1,2,0,1,1,4,3,2,2,1,0,0,1,4,2,0,0,1,1,2,4,5,2,4,4,6,2,8,4,3,6,1,5,5,6,1,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0
"E00033100",297,3,2,2,1,1,1,5,4,0,6,1,8,6,2,3,3,2,2,1,1,6,2,2,5,7,6,2,5,3,3,1,0,2,4,3,5,3,0,5,2,7,3,4,7,3,5,8,6,4,3,3,3,3,1,4,3,4,4,2,4,5,2,11,5,6,4,2,1,1,7,2,5,7,2,3,0,6,3,4,1,2,2,2,2,1,1,0,1,1,2,4,1,0,0,0,0,0,0,0,0,0
"E00033101",212,0,2,4,3,1,1,6,1,2,1,3,1,0,2,0,0,3,2,0,2,3,3,3,2,4,2,2,2,2,1,0,0,1,0,0,1,2,1,3,5,4,2,3,2,4,1,8,1,7,2,3,4,2,2,6,3,2,2,5,3,2,2,5,2,1,7,3,2,2,1,4,3,1,2,6,5,2,3,1,5,1,5,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033102",429,8,9,3,5,7,3,1,3,1,4,3,3,3,10,6,4,5,5,2,5,6,7,12,7,14,11,10,7,10,6,6,4,6,4,6,8,7,5,5,6,4,4,4,9,9,5,8,4,10,8,5,9,7,7,5,3,4,7,3,9,6,3,8,3,4,3,2,4,7,3,1,3,0,1,0,0,0,0,1,3,4,4,0,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"E00033103",298,1,1,1,2,3,1,2,5,2,2,2,4,3,3,7,6,5,6,8,4,5,5,0,6,4,2,0,8,3,3,2,0,3,1,5,4,2,1,2,1,4,4,0,6,4,2,12,9,9,10,8,3,5,5,6,3,1,5,3,2,3,4,5,4,1,1,0,3,3,3,1,5,6,3,5,1,2,1,2,2,5,1,1,1,2,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0
"E00033104",275,0,0,4,0,2,6,6,2,3,3,4,1,6,4,9,3,8,6,6,5,6,2,4,5,0,2,2,0,1,1,3,4,1,3,1,4,5,7,2,2,6,5,6,0,4,3,2,7,6,5,4,3,8,5,2,4,1,3,4,4,4,1,1,3,1,1,4,3,1,2,2,4,3,2,1,3,1,7,3,0,0,0,2,1,2,1,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0
"E00033105",293,2,1,2,0,2,2,1,1,4,2,3,2,3,1,2,9,7,3,4,3,3,1,1,3,3,2,6,0,1,5,0,4,3,1,2,0,3,4,3,3,2,5,7,0,8,5,4,11,3,7,3,6,2,3,6,3,2,5,5,2,6,4,6,4,7,2,2,3,3,5,6,5,6,4,2,3,1,3,1,2,2,1,3,3,2,6,3,1,2,1,0,1,0,0,1,0,0,0,1,0,0
"E00033106",286,2,4,2,2,2,1,3,3,2,2,5,5,3,2,4,4,3,4,4,3,5,2,5,3,2,7,3,2,0,3,2,9,3,2,2,2,2,3,3,6,4,4,2,4,3,4,8,8,5,3,3,5,7,5,6,2,4,1,2,6,4,1,3,8,5,1,5,4,4,4,2,3,1,1,1,2,2,3,1,4,2,2,3,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033107",353,4,2,4,5,4,1,7,9,3,0,8,4,3,3,2,3,4,6,6,6,9,8,5,6,5,6,4,2,1,12,3,1,2,1,2,4,1,5,5,2,2,7,2,5,6,3,7,5,7,7,8,8,9,8,6,9,7,8,6,6,3,8,2,2,3,6,4,2,3,1,0,2,2,0,5,0,1,2,3,1,2,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00033108",317,2,0,4,4,2,3,2,4,1,2,2,7,7,6,6,6,6,8,6,6,4,7,3,1,5,10,4,4,3,4,8,3,7,2,1,3,3,3,2,4,3,6,2,4,3,4,8,7,10,8,8,4,6,7,3,2,7,2,3,3,4,1,2,1,0,0,3,2,0,1,1,3,1,3,1,1,1,2,1,5,1,3,4,4,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00033109",322,4,3,3,2,2,5,1,2,5,3,4,7,2,6,3,2,3,5,3,3,3,5,2,3,5,1,5,5,2,3,2,7,3,2,3,1,2,0,9,7,4,8,4,5,6,1,3,8,4,3,7,6,7,4,6,3,0,3,7,6,5,5,6,6,3,1,2,1,3,10,6,3,4,5,1,1,2,2,5,1,4,5,0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033110",340,2,2,1,3,3,3,4,0,5,2,1,4,3,4,7,4,4,1,3,10,3,5,2,9,11,5,6,5,2,6,6,4,4,4,4,1,4,5,1,2,4,8,5,2,2,8,7,2,2,7,5,3,7,3,7,6,1,1,2,1,5,10,5,6,8,2,3,6,1,4,4,2,7,3,5,2,0,5,4,3,5,1,2,0,2,2,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0
"E00033112",308,5,2,4,2,4,3,3,2,0,1,2,4,6,5,3,7,7,5,3,0,0,4,3,3,5,1,3,1,2,4,3,6,3,6,1,1,3,3,3,3,3,7,2,4,6,4,1,4,4,12,5,5,5,4,4,8,4,5,6,6,9,11,4,8,4,5,5,4,4,0,2,3,3,1,1,2,2,2,1,1,0,1,2,0,2,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"E00033113",246,3,1,2,1,2,0,1,0,1,1,0,0,5,2,3,3,2,4,4,0,2,1,2,3,0,2,0,6,2,2,1,1,2,2,3,0,4,1,3,1,2,3,0,2,1,1,6,4,5,3,5,1,1,6,7,3,9,9,10,8,6,8,7,7,6,4,3,1,3,5,1,5,2,0,2,3,4,5,3,2,5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"E00033114",308,2,1,6,2,3,5,4,4,2,4,4,3,4,4,6,1,5,4,6,1,1,4,1,4,1,1,3,3,2,1,1,1,1,2,4,1,2,4,0,1,7,3,3,2,5,3,4,8,8,5,6,8,8,3,7,7,3,12,4,7,2,2,5,9,6,3,7,4,6,4,1,6,4,6,4,2,1,0,0,2,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"E00033115",132,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,2,1,2,0,1,0,2,0,0,0,0,0,1,0,0,4,1,0,2,2,3,1,2,3,2,5,1,3,7,3,2,5,1,4,0,0,3,1,4,2,3,5,3,0,1,4,5,1,0,5,4,0,1,2,3,1,3,1,2,3,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
"E00033116",190,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,0,0,1,2,3,2,1,1,4,5,2,2,1,3,0,5,2,3,2,2,0,4,7,5,5,4,1,3,7,2,1,2,2,1,2,5,3,3,6,5,7,4,1,5,4,7,3,8,4,4,6,5,0,2,1,0,0,2,0,1,0
"E00033117",385,6,3,2,5,3,3,6,3,5,5,6,7,6,3,8,4,7,7,2,5,2,3,1,2,3,1,5,2,2,4,5,4,1,4,2,3,1,5,3,2,3,6,6,4,4,6,7,5,10,5,2,7,5,6,5,8,5,9,4,7,5,10,5,6,7,6,7,4,0,3,8,6,4,1,9,5,1,3,3,4,1,1,4,3,6,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"E00033118",331,4,3,2,4,5,2,3,1,2,0,3,3,2,4,3,6,5,9,2,5,8,5,4,7,2,3,5,2,4,3,3,2,3,2,2,4,0,4,2,6,4,4,8,4,2,7,5,4,9,7,3,4,4,6,6,5,4,6,6,5,5,5,6,3,5,5,5,3,2,5,1,1,2,4,4,1,5,1,3,5,0,2,2,2,2,2,0,0,2,0,4,1,0,1,0,0,0,0,0,0,0
