"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00033954",63,0,0,4,0,0,0,1,0,1,2,0,1,5,14,2,3,1,1,1,1,2,5,5,13,5,0,0
"E00033955",121,0,0,7,0,0,0,1,1,3,2,3,0,9,24,7,9,0,2,0,4,7,7,10,25,7,0,0
"E00033956",28,0,0,1,0,0,0,1,0,0,0,0,0,2,2,4,4,0,1,1,0,2,1,3,6,1,0,0
"E00033957",126,0,0,8,3,0,0,1,1,2,1,0,2,9,26,12,4,4,3,2,1,11,7,9,19,9,0,0
"E00033958",113,0,1,5,1,0,0,0,1,2,1,0,1,12,17,6,9,2,3,0,2,10,4,13,18,8,2,0
"E00033959",100,0,0,8,1,2,1,0,1,1,2,0,0,11,17,7,6,2,2,0,6,12,5,2,15,7,0,0
"E00033960",126,0,0,10,3,1,0,1,1,0,4,0,0,8,26,13,5,0,2,1,7,10,9,8,19,8,0,0
"E00033961",115,0,0,7,1,0,0,0,1,4,1,0,0,8,23,5,9,5,3,0,5,9,6,4,25,6,0,0
"E00033962",111,0,0,4,0,0,0,0,2,1,1,0,1,8,13,6,11,3,3,3,8,8,10,14,13,6,0,0
"E00033963",121,0,0,13,2,0,2,1,0,3,5,1,1,9,26,8,8,0,1,0,3,13,6,7,20,5,0,0
"E00033964",69,0,0,8,3,1,0,1,0,1,2,0,2,5,9,9,6,2,3,0,3,1,2,3,9,7,0,0
"E00033965",83,2,1,6,2,1,0,0,0,2,1,0,0,9,10,8,2,0,0,2,4,11,7,4,12,5,0,0
"E00033966",104,0,0,6,4,0,0,0,0,1,1,3,3,11,9,6,6,2,2,2,4,14,5,3,21,7,0,0
"E00033967",89,0,0,5,3,0,0,0,1,0,1,1,2,4,15,4,9,2,1,2,0,8,4,6,18,8,0,0
"E00033968",46,0,0,3,2,0,0,0,0,0,1,0,0,4,7,6,4,1,0,2,0,3,0,1,10,5,0,0
"E00033969",114,0,0,10,1,1,0,3,0,1,4,1,1,6,26,6,3,2,6,1,5,7,8,6,18,8,0,0
"E00033970",88,0,0,6,2,0,0,0,0,1,3,1,1,2,14,7,4,0,2,0,3,9,4,5,27,2,0,1
"E00033971",54,0,0,2,1,0,0,0,0,1,0,0,1,4,12,3,4,1,1,0,0,4,4,0,10,8,0,0
"E00033972",96,0,1,7,5,0,0,0,0,1,1,0,1,5,16,8,13,0,3,1,6,6,4,1,16,8,0,0
"E00033973",64,0,0,3,1,0,0,0,1,1,0,0,3,3,7,3,6,0,1,0,2,8,3,5,13,7,0,0
"E00033974",91,0,1,9,3,1,1,1,1,2,0,0,2,10,16,5,7,1,4,5,3,5,8,4,7,4,0,0
"E00033975",114,0,1,12,1,1,0,1,2,2,5,0,0,10,14,5,8,3,6,2,0,7,10,2,27,7,0,0
"E00033976",96,0,0,4,3,0,0,1,0,0,0,1,2,6,16,13,4,1,2,1,4,3,14,8,14,3,0,0
"E00033977",36,0,0,1,0,0,0,0,0,0,1,0,0,5,7,2,3,0,1,2,0,4,1,1,7,2,0,0
"E00033978",58,0,0,2,1,0,0,1,0,0,0,0,1,2,22,2,2,2,1,2,0,3,5,1,10,3,0,0
"E00033979",21,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,3,3,5,4,0,0,0
"E00033980",76,0,0,5,0,0,0,2,0,0,3,0,0,7,16,3,2,1,4,1,2,9,5,2,11,8,0,0
"E00033981",23,0,0,3,1,0,0,0,0,1,1,0,0,2,2,2,4,1,1,1,0,3,2,0,2,0,0,0
"E00033982",35,0,0,2,2,0,0,0,0,0,0,0,1,2,6,3,7,2,1,0,1,3,3,0,4,0,0,0
"E00033983",103,0,0,4,1,0,0,1,1,1,0,0,2,10,24,8,9,0,4,1,4,8,5,3,18,3,0,0
"E00033984",112,0,0,5,1,0,0,1,0,1,2,1,1,10,20,13,3,2,1,0,5,10,10,11,15,5,0,0
"E00033985",86,0,0,5,0,0,0,0,1,0,4,0,1,3,15,7,7,1,3,1,3,7,10,4,12,7,0,0
"E00033986",124,1,0,13,3,1,0,2,1,3,3,2,1,12,16,10,7,0,6,1,3,6,10,15,20,1,0,0
"E00033987",129,0,0,5,3,0,0,0,0,1,1,0,0,11,29,7,10,2,14,1,3,7,7,6,21,6,0,0
"E00033988",106,0,0,13,1,0,0,2,1,5,4,0,2,7,17,11,8,2,3,2,3,3,10,5,15,4,0,1
"E00033989",99,0,1,6,1,0,0,0,2,1,2,0,1,11,16,10,4,1,3,2,4,5,2,10,19,4,0,0
"E00033990",159,0,0,8,2,0,1,2,1,1,1,0,2,12,28,15,13,3,6,1,4,5,23,8,22,9,0,0
"E00033991",139,0,0,20,1,0,0,2,7,3,7,0,1,11,26,5,7,1,5,2,6,10,12,6,17,9,1,0
"E00033992",88,0,0,7,1,0,0,1,0,2,3,1,0,8,14,9,10,1,1,1,2,6,3,5,16,4,0,0
"E00033993",158,0,0,13,0,0,0,2,2,8,1,0,1,12,20,11,8,2,6,6,5,12,18,16,24,4,0,0
"E00033994",165,0,0,13,3,2,0,1,0,4,3,0,0,13,40,14,8,5,4,3,5,9,11,11,20,9,0,0
"E00033995",124,0,0,7,0,1,0,1,2,2,1,3,1,4,28,10,8,2,3,2,5,2,7,16,19,7,0,0
"E00033996",133,0,0,19,2,4,0,2,1,8,2,1,1,9,20,14,5,2,9,2,1,3,11,11,17,8,0,0
"E00033997",150,0,0,12,5,0,0,1,2,1,3,0,1,16,23,12,8,0,7,4,7,10,11,12,22,5,0,0
"E00033998",103,0,0,5,0,0,0,1,0,3,1,0,0,8,26,7,2,2,8,1,1,6,7,6,18,6,0,0
"E00033999",81,0,0,7,1,0,0,2,0,2,2,0,0,3,17,2,13,1,4,2,3,6,5,1,15,2,0,0
"E00034000",102,1,0,10,1,0,0,0,4,5,0,0,0,12,24,3,7,1,2,3,1,8,6,6,13,5,0,0
"E00034001",144,0,0,11,2,1,0,0,1,7,0,1,1,11,35,11,5,0,5,0,5,8,8,16,21,6,0,0
"E00034002",67,0,0,6,2,0,0,0,0,3,1,0,1,6,6,7,5,1,0,2,1,5,2,5,17,3,0,0
"E00034003",57,0,0,2,0,0,0,0,0,1,1,0,0,3,10,2,6,1,3,2,0,1,2,9,12,4,0,0
"E00034004",71,0,0,5,1,0,1,0,0,2,1,0,1,4,16,5,8,0,3,0,2,3,5,1,14,4,0,0
"E00034005",123,0,0,12,2,0,1,2,1,3,3,0,0,9,24,12,4,1,3,3,2,7,9,5,25,6,0,1
"E00034006",114,0,0,5,0,1,0,0,2,1,1,0,0,16,20,5,5,1,4,1,3,4,4,11,29,6,0,0
"E00034007",71,0,0,7,3,0,0,1,0,2,1,0,1,6,11,9,1,0,0,0,0,5,8,9,10,4,0,0
"E00034008",140,0,0,8,0,0,0,1,3,4,0,0,1,10,22,13,5,3,4,5,3,8,12,16,23,7,0,0
"E00034009",65,0,0,3,0,0,0,1,0,2,0,1,1,7,11,6,5,0,1,1,3,5,3,3,11,4,0,0
"E00034010",80,0,0,10,0,0,1,2,2,4,1,0,0,4,14,5,3,0,3,1,3,6,3,7,18,3,0,0
"E00034011",193,0,0,14,1,1,0,0,2,7,3,0,0,16,32,12,7,6,10,6,5,10,16,18,34,7,0,0
"E00034012",120,0,0,10,2,0,3,0,0,4,1,0,0,12,28,8,9,0,1,0,1,8,4,13,17,9,0,0
"E00034013",107,0,0,6,0,0,1,2,0,2,1,2,3,10,17,6,3,1,5,4,3,8,5,7,24,3,0,0
"E00034014",87,0,0,6,1,0,0,0,0,5,0,1,1,5,25,3,5,0,2,2,3,6,4,12,10,2,0,0
"E00034015",87,0,0,5,1,1,0,0,1,2,0,1,1,3,19,8,5,2,2,1,3,6,6,6,16,3,0,0
"E00034016",79,0,0,3,0,0,0,0,0,2,1,0,2,5,18,9,4,3,1,2,1,4,1,6,18,2,0,0
"E00034017",159,0,0,15,2,1,2,1,1,7,1,0,0,6,28,20,12,4,5,1,4,5,12,18,22,7,0,0
"E00034019",117,0,0,6,3,0,0,0,0,1,2,1,3,6,17,8,10,3,7,1,5,6,12,9,16,7,0,0
"E00034020",156,0,0,6,2,0,0,1,2,0,1,1,2,5,24,9,4,2,3,2,5,9,13,21,40,9,1,0
"E00034021",143,1,0,10,0,0,1,0,1,4,4,0,0,15,21,8,5,4,10,3,4,6,4,12,33,7,0,0
"E00034022",159,0,0,10,4,0,1,1,0,4,0,0,2,12,21,8,9,7,4,2,8,5,10,13,41,7,0,0
"E00034023",84,0,0,1,1,0,0,0,0,0,0,0,0,14,10,4,8,3,0,2,2,8,7,8,12,5,0,0
"E00034024",129,0,0,4,2,1,0,0,0,1,0,0,3,5,17,12,14,4,2,2,2,6,8,2,36,12,0,0
"E00034025",107,0,0,5,3,0,0,1,0,1,0,0,1,7,17,6,9,0,6,2,2,7,10,7,20,8,0,0
"E00034026",129,0,0,5,0,2,0,2,0,0,1,0,1,7,15,10,8,2,5,1,9,8,13,11,25,9,0,0
"E00034027",95,0,0,2,0,0,0,0,0,2,0,1,0,6,11,4,9,2,5,0,5,2,8,12,26,2,0,0
"E00034028",150,0,0,5,0,0,0,1,1,2,1,0,0,12,21,9,20,2,7,2,5,9,5,8,37,8,0,0
"E00034029",161,0,0,10,2,0,0,0,2,5,1,1,0,10,30,15,14,4,8,1,4,9,11,8,31,5,0,0
"E00034030",108,0,0,5,1,0,0,0,0,2,2,0,0,8,16,7,8,4,7,0,3,6,5,8,29,2,0,0
"E00034031",105,0,0,8,1,0,0,2,1,1,3,0,0,6,13,4,6,3,6,0,1,3,12,14,23,5,1,0
"E00034032",164,0,0,9,4,0,0,0,1,2,2,1,1,20,23,10,7,5,5,5,4,5,18,23,19,9,0,0
"E00034033",129,0,0,7,2,0,1,2,0,2,0,0,0,8,19,7,10,1,8,3,6,8,8,15,27,2,0,0
"E00034034",153,0,0,18,4,0,2,4,1,5,2,0,0,10,16,7,19,4,5,2,6,7,6,15,30,8,0,0
"E00034035",138,0,0,7,1,1,0,0,0,2,3,2,3,13,21,11,4,3,11,1,7,9,10,9,21,6,0,0
"E00034036",157,0,0,10,2,0,1,1,2,3,1,1,2,15,26,7,7,5,8,1,8,11,13,7,29,7,0,0
"E00034037",156,0,0,10,1,0,0,1,0,4,4,1,3,10,22,9,5,6,5,2,6,9,12,13,30,13,0,0
"E00034038",173,0,0,3,1,0,0,0,0,1,1,0,1,13,30,6,13,4,2,6,4,8,16,28,29,10,0,0
"E00034039",128,0,0,9,2,1,0,1,1,1,3,0,1,9,14,7,2,3,3,3,4,5,14,13,34,7,0,0
"E00034040",133,0,0,8,1,0,0,0,0,4,3,0,1,8,21,8,10,8,6,0,7,7,12,9,18,10,0,0
"E00034041",141,0,0,9,2,0,0,0,3,1,3,1,2,8,24,10,5,1,7,2,5,6,11,16,29,5,0,0
"E00034042",147,0,0,13,1,0,0,0,3,4,5,0,3,8,18,9,8,3,7,2,6,6,13,16,25,10,0,0
"E00034043",127,0,0,9,2,0,0,0,1,5,1,0,2,8,19,9,8,2,2,3,3,8,8,16,27,3,0,0
"E00034044",145,0,0,7,0,0,1,0,3,1,2,2,1,5,26,7,8,8,5,0,6,10,10,9,35,6,0,0
"E00034045",132,0,0,4,1,1,0,1,0,1,0,3,3,10,16,9,6,1,8,0,9,6,8,14,32,3,0,0
"E00034046",110,0,0,6,2,0,0,2,1,1,0,0,1,10,11,7,9,5,10,0,2,3,5,17,19,5,0,0
"E00034047",117,0,0,6,0,0,0,2,0,1,3,0,1,10,19,10,3,3,2,1,6,4,5,17,25,5,0,0
"E00034048",123,0,0,10,0,0,0,0,1,2,7,0,1,9,18,9,11,1,2,5,1,8,6,13,25,4,0,0
"E00034049",131,0,0,10,2,0,0,0,3,2,3,1,1,5,16,4,5,6,10,1,8,11,8,12,29,4,0,0
"E00034050",159,0,0,10,2,0,0,0,0,3,5,0,0,18,22,11,4,3,3,2,8,10,14,13,35,6,0,0
"E00034051",107,0,0,7,1,3,0,1,0,1,1,0,1,12,13,6,1,2,9,2,6,3,4,13,24,4,0,0
"E00034052",134,0,0,10,2,3,0,0,1,3,1,0,0,9,20,6,9,3,7,2,5,6,7,14,31,5,0,0
"E00034053",154,1,1,7,0,1,0,1,2,1,2,3,1,12,28,14,11,1,4,0,7,7,7,12,28,10,0,0
"E00034054",145,0,0,12,4,0,1,1,3,2,1,1,0,12,23,10,7,11,7,0,5,5,11,12,27,2,0,0
"E00034055",158,0,0,7,1,1,0,0,1,3,1,1,5,11,23,3,18,0,5,0,8,4,9,13,37,13,1,0
"E00034056",97,0,0,4,2,0,0,0,1,1,0,3,0,5,13,5,11,1,5,2,2,7,4,9,22,4,0,0
"E00034057",94,0,0,9,4,0,0,0,0,2,3,1,2,7,14,4,5,1,2,0,4,7,4,7,18,9,0,0
"E00034058",106,0,0,6,1,0,0,2,0,1,2,0,2,8,21,6,11,2,4,0,2,4,6,8,21,5,0,0
"E00034059",166,0,0,6,1,0,0,2,0,3,0,0,1,9,37,8,18,5,9,2,5,5,14,8,29,10,0,0
"E00034061",175,0,0,10,1,0,0,1,1,3,4,0,1,12,31,13,12,7,6,1,7,11,9,14,34,7,0,0
"E00034062",168,0,0,10,0,1,1,1,4,2,1,1,0,6,42,9,23,5,6,2,7,4,12,8,26,7,0,0
"E00034063",177,1,0,2,0,0,0,0,0,1,1,0,0,7,38,6,32,9,3,1,7,6,3,12,22,28,0,0
"E00034064",150,0,0,2,0,1,0,1,0,0,0,0,0,0,29,7,38,3,1,1,9,8,5,17,20,10,0,0
"E00034065",133,0,0,6,1,1,0,2,0,2,0,0,0,10,24,11,3,1,5,1,3,5,17,16,24,7,0,0
"E00034066",106,0,0,5,1,0,0,0,0,1,3,0,0,4,21,2,15,1,4,2,8,4,5,10,18,7,0,0
"E00034067",161,0,0,7,1,0,0,1,2,1,2,1,0,14,25,11,18,7,9,2,3,6,10,14,22,12,0,0
"E00034068",120,0,0,5,0,0,0,1,0,4,0,1,0,8,20,7,15,1,3,0,7,2,11,15,21,4,0,0
"E00034069",187,1,0,3,1,0,0,0,0,1,1,0,0,17,35,6,43,7,2,4,1,10,10,16,26,6,0,0
"E00034070",136,0,0,9,5,0,0,1,1,0,2,0,0,5,22,13,35,1,2,1,4,7,6,11,14,6,0,0
"E00034071",174,0,0,7,2,0,0,0,1,1,3,0,1,11,27,5,28,7,7,4,6,7,10,19,25,10,0,0
"E00034072",94,0,0,4,1,0,0,0,0,0,3,0,2,6,21,4,9,0,1,1,4,3,4,11,19,5,0,0
"E00034073",131,1,0,2,0,1,0,1,0,0,0,0,0,1,29,9,20,5,9,2,1,5,6,11,24,6,0,0
"E00034074",159,0,0,5,0,1,0,1,0,2,1,1,2,8,27,5,15,5,5,3,5,11,6,15,42,4,0,0
"E00034075",95,0,0,3,1,0,0,1,0,1,0,0,0,6,19,3,7,4,3,0,7,8,6,9,12,8,0,0
"E00034076",119,0,0,8,3,0,0,1,0,2,2,0,1,5,26,5,19,1,4,1,8,4,6,9,17,5,0,0
"E00034077",102,0,0,2,1,0,0,1,0,0,0,0,0,3,10,5,12,4,3,1,1,5,13,19,18,5,1,0
"E00034078",103,0,0,8,0,0,0,3,0,5,0,0,0,3,13,7,18,3,2,3,4,2,3,4,26,7,0,0
"E00034079",123,0,0,4,2,1,0,0,0,1,0,0,1,4,24,6,9,7,3,0,5,9,13,6,21,11,0,0
"E00034080",127,0,0,5,1,0,0,1,0,2,1,1,0,5,21,8,21,0,3,2,3,6,10,17,17,8,0,0
"E00034081",151,1,1,10,3,0,0,1,2,2,2,0,0,10,20,4,23,10,6,0,10,7,4,15,21,9,0,0
"E00034082",79,1,0,3,0,1,0,1,0,1,0,0,1,1,23,3,1,1,2,0,3,5,3,13,15,4,0,0
"E00034083",111,0,0,3,1,0,0,0,0,1,1,1,0,3,27,3,10,3,1,2,4,7,3,16,18,10,0,0
"E00034084",103,0,0,4,1,0,1,0,0,0,2,0,0,3,14,10,23,1,1,1,3,6,5,13,10,9,0,0
"E00034085",108,0,0,5,1,0,0,0,1,3,0,0,1,3,16,1,16,9,3,0,8,5,3,13,16,9,0,0
"E00034086",42,0,0,4,0,1,0,0,1,0,2,0,0,5,6,0,6,0,1,1,5,1,1,3,9,0,0,0
"E00034087",91,2,0,3,0,1,0,0,0,2,0,0,0,5,13,2,19,4,3,0,0,6,2,15,14,3,0,0
"E00034088",113,0,0,6,1,0,0,1,2,2,0,0,1,7,19,5,16,3,1,1,8,4,6,12,16,8,0,0
"E00034089",118,0,0,4,0,0,0,0,1,2,1,0,0,2,24,5,15,6,2,4,4,6,3,15,18,10,0,0
"E00034090",124,0,0,4,1,0,0,0,1,1,1,0,0,3,30,3,16,2,2,3,13,8,8,13,16,3,0,0
"E00034091",87,1,0,6,0,0,0,1,1,2,2,0,0,2,16,1,21,2,2,3,2,4,7,5,11,4,0,0
"E00034092",119,0,0,2,0,1,0,0,1,0,0,1,0,8,20,3,29,5,1,1,5,6,3,5,21,9,0,0
"E00034093",139,0,0,3,0,0,0,0,0,3,0,0,0,5,28,6,31,2,5,0,7,5,5,13,16,13,0,0
"E00034094",183,0,1,6,1,0,0,1,1,2,1,0,0,7,43,8,26,4,7,1,4,11,12,15,25,13,0,0
"E00034095",101,1,0,11,0,0,0,4,4,1,2,0,2,7,15,2,9,3,3,2,2,1,3,14,19,7,0,0
"E00034096",126,0,0,7,0,0,1,1,0,1,4,0,0,6,23,5,21,3,6,3,5,2,7,10,19,9,0,0
"E00034097",138,0,0,4,0,0,0,1,2,0,1,0,0,4,19,4,25,6,7,1,6,5,10,20,19,8,0,0
"E00034098",141,0,0,2,0,0,0,1,0,1,0,0,2,2,25,3,18,3,6,1,15,7,4,19,25,9,0,0
"E00034099",128,0,0,3,1,0,0,0,1,1,0,0,1,3,12,1,25,5,1,1,6,5,7,18,29,11,0,0
"E00034100",169,0,0,8,3,0,0,0,2,0,3,0,0,11,22,8,11,4,11,3,4,12,12,22,39,2,0,0
"E00034101",138,0,0,3,1,0,0,0,2,0,0,0,1,7,19,10,4,4,7,5,3,9,10,22,28,6,0,0
"E00034102",109,1,0,2,0,0,0,1,1,0,0,0,2,5,19,6,12,2,4,2,9,6,3,11,24,1,0,0
"E00034104",165,1,0,4,3,0,0,0,0,1,0,0,3,9,32,8,5,1,7,4,14,10,9,22,21,15,0,0
"E00034105",111,0,0,4,2,0,0,0,0,2,0,0,0,6,18,5,13,4,1,2,9,7,6,13,17,6,0,0
"E00034106",114,0,0,10,3,0,0,1,0,4,2,1,0,4,20,9,6,2,3,1,4,3,4,22,16,9,0,0
"E00034107",141,0,0,11,3,1,0,2,2,1,2,0,2,4,27,7,9,7,3,1,7,7,11,22,17,6,0,0
"E00034108",66,0,0,3,0,1,0,0,0,2,0,0,0,1,12,2,7,4,2,0,5,3,4,8,8,7,0,0
"E00034109",77,0,0,6,3,0,0,0,0,3,0,0,0,3,13,3,4,2,5,0,3,6,5,10,15,2,0,0
"E00034110",167,0,0,4,0,0,0,0,2,0,2,0,1,6,30,10,17,7,7,5,11,8,15,17,24,5,0,0
"E00034111",92,0,0,12,3,0,0,2,1,3,3,0,1,7,11,5,8,1,3,1,1,8,6,6,20,2,0,0
"E00034113",118,0,0,12,2,0,1,3,1,3,2,0,0,6,13,11,13,1,4,4,4,8,3,11,23,5,0,0
"E00034114",115,0,1,9,1,0,0,0,1,1,6,0,0,6,19,6,11,1,5,2,2,4,7,13,26,3,0,0
"E00034115",117,1,0,13,4,0,1,2,0,3,3,0,0,8,26,5,5,1,0,1,0,6,9,11,24,7,0,0
"E00034116",112,0,0,8,3,0,0,0,1,3,1,2,2,8,15,5,6,4,3,1,3,7,5,6,28,9,0,0
"E00034117",101,0,0,6,2,0,1,1,0,2,0,1,0,10,15,6,8,4,4,1,0,5,6,8,21,6,0,0
"E00034118",74,0,0,6,4,0,0,0,1,1,0,0,0,2,12,8,3,2,1,0,1,8,4,8,16,3,0,0
"E00034119",121,0,0,3,0,1,0,0,0,1,1,1,2,11,17,2,6,6,2,4,3,6,6,4,38,10,0,0
"E00034120",98,1,0,8,1,0,0,1,1,1,4,0,0,8,19,5,9,1,4,3,5,8,2,5,16,4,0,0
"E00034121",101,0,0,8,1,0,0,0,1,3,3,0,1,8,11,10,8,3,4,1,1,8,6,6,24,2,0,0
"E00034122",101,0,0,3,1,0,1,0,0,1,0,1,1,7,17,7,7,1,5,0,6,10,4,10,19,3,0,0
"E00034123",82,1,0,7,3,0,1,2,1,0,0,0,0,7,19,7,6,0,0,2,0,4,4,2,19,4,0,0
"E00034124",104,0,0,3,1,0,0,2,0,0,0,1,0,9,18,8,19,1,1,2,3,2,2,10,21,4,0,0
"E00034125",83,0,0,5,2,0,0,0,1,1,1,0,0,5,12,2,9,0,6,1,1,8,2,6,23,3,0,0
"E00034126",198,0,0,20,6,1,1,3,2,2,5,0,2,20,33,13,11,4,13,1,7,6,12,24,26,6,0,0
"E00034127",144,0,0,9,5,0,0,1,2,1,0,0,0,16,21,13,9,4,4,2,2,10,6,11,31,6,0,0
"E00034130",112,0,0,9,2,0,0,1,3,1,2,1,0,11,15,9,4,1,2,2,3,13,4,11,21,6,0,0
"E00034131",151,0,1,17,6,0,0,2,2,3,4,0,0,8,19,10,12,2,5,1,1,9,11,10,38,7,0,0
"E00034132",57,1,0,3,1,0,0,0,2,0,0,0,0,2,8,6,2,1,2,1,2,3,6,6,11,3,0,0
"E00034133",113,0,0,6,0,0,2,0,2,2,0,0,0,13,23,8,5,5,4,1,3,8,7,8,14,8,0,0
"E00034134",110,0,0,5,1,0,0,0,0,0,4,1,0,7,22,7,11,2,0,4,1,10,6,8,23,3,0,0
"E00034135",109,1,0,4,2,0,0,0,1,1,0,0,0,12,17,11,5,3,5,3,1,9,3,11,14,9,1,0
"E00034136",135,0,0,11,2,0,0,2,2,2,3,0,2,10,27,7,14,5,3,0,4,8,3,10,23,8,0,0
"E00034137",87,0,0,6,3,0,0,0,1,2,0,1,0,3,16,6,5,1,1,2,0,7,3,10,20,6,0,0
"E00034138",96,0,0,5,0,0,0,0,0,1,4,0,2,2,18,8,10,3,5,2,0,9,6,6,15,5,0,0
"E00034139",98,1,0,5,2,0,0,0,1,1,1,1,1,6,17,6,8,2,4,0,3,8,6,5,17,8,0,0
"E00034140",94,0,0,4,1,0,0,0,1,1,1,0,0,10,23,10,3,1,3,0,1,2,5,12,16,4,0,0
"E00034141",58,0,0,7,2,0,0,0,0,3,2,0,1,2,11,4,5,0,0,0,1,1,6,5,13,2,0,0
"E00034142",142,0,0,13,6,0,0,0,2,1,4,4,0,17,23,6,10,4,2,3,2,17,9,4,25,3,0,0
"E00034143",124,0,0,9,4,0,0,3,0,1,1,1,0,12,24,16,4,2,2,4,4,6,8,7,20,5,0,0
"E00034144",126,0,0,13,6,0,2,1,1,3,0,0,2,7,32,11,5,1,2,1,3,8,4,10,24,3,0,0
"E00034145",79,0,0,2,1,0,0,0,0,1,0,0,1,6,14,8,4,3,1,0,2,5,5,9,14,5,0,0
"E00034146",98,1,0,4,1,0,1,0,1,1,0,0,0,8,24,4,9,1,2,2,1,10,2,5,17,8,0,0
"E00034147",69,0,0,5,1,0,0,1,3,0,0,0,0,5,13,5,6,0,0,1,0,7,3,5,15,4,0,0
"E00034148",112,0,0,5,1,0,0,0,1,2,1,1,1,7,19,7,8,3,1,0,8,11,3,1,24,13,0,0
"E00034149",87,0,0,7,2,0,0,1,2,0,2,0,0,3,9,2,9,0,7,0,4,6,8,7,20,5,0,0
"E00034150",83,0,0,5,2,0,0,1,1,1,0,0,1,7,11,8,8,2,1,0,4,5,4,7,14,6,0,0
"E00034151",97,0,0,9,0,0,0,2,2,1,4,1,2,8,23,2,7,1,2,1,0,15,2,3,19,2,0,0
"E00034152",120,0,0,10,1,0,0,2,4,2,1,0,1,9,20,6,9,0,3,0,4,5,9,12,21,10,1,0
"E00034153",94,0,0,8,1,0,0,3,0,4,0,0,0,7,15,10,7,3,1,2,2,12,5,2,19,1,0,0
"E00034154",126,0,0,17,2,0,0,5,0,8,2,0,0,4,25,10,10,2,2,2,2,11,5,10,20,6,0,0
"E00034155",114,0,0,8,1,0,0,0,0,3,4,0,0,9,22,10,13,3,5,2,3,9,3,6,14,7,0,0
"E00034156",65,0,0,3,0,0,0,2,0,1,0,0,0,4,10,7,3,3,3,2,4,3,6,3,6,8,0,0
"E00034157",114,0,0,18,2,0,1,4,0,8,3,0,1,4,21,13,9,1,5,2,4,4,8,5,14,5,0,0
"E00034158",133,0,0,14,1,0,0,2,1,5,5,1,1,9,22,15,9,2,1,2,6,12,6,12,18,3,0,0
"E00034159",147,0,0,8,1,0,0,0,1,4,2,0,0,7,19,11,7,12,4,5,10,6,7,24,21,6,0,0
"E00034160",108,0,0,5,1,0,1,0,0,2,1,0,2,5,16,9,7,2,6,2,1,7,3,16,23,4,0,0
"E00034161",122,0,0,7,1,0,0,2,0,3,1,0,0,11,20,9,11,4,4,5,6,10,6,8,17,4,0,0
"E00034162",142,0,0,9,0,0,0,1,1,3,4,0,0,16,31,9,12,0,2,2,5,10,10,13,18,5,0,0
"E00034163",85,0,1,7,4,0,0,1,1,1,0,0,0,7,16,8,2,2,1,0,6,5,3,5,20,2,0,0
"E00034164",128,0,0,10,1,0,0,2,2,1,4,1,2,5,24,14,8,5,3,0,6,8,4,17,17,4,0,0
"E00034165",59,0,0,3,0,0,0,0,2,1,0,0,1,5,17,3,1,0,2,0,4,3,4,3,9,4,0,0
"E00034167",127,0,0,14,1,0,0,2,0,5,6,0,0,6,45,11,4,1,2,2,1,7,5,8,15,6,0,0
"E00034168",144,0,0,19,1,0,0,4,5,7,2,0,0,8,22,9,4,3,4,5,5,10,8,12,28,7,0,0
"E00034169",162,1,0,13,3,0,0,2,3,2,3,0,1,11,23,13,13,0,6,6,1,10,11,23,24,6,0,0
"E00034170",135,0,0,11,1,0,0,4,2,4,0,0,0,7,18,4,6,1,3,6,7,7,13,12,34,6,0,0
"E00034171",127,0,0,15,1,0,1,4,1,3,5,1,1,7,18,14,5,1,1,0,3,6,7,17,23,8,0,0
"E00034172",148,1,0,13,0,0,0,4,1,6,2,1,1,9,22,10,7,3,4,2,8,9,12,17,25,4,0,0
"E00034173",128,0,0,9,0,0,1,2,2,3,1,0,0,6,18,12,6,7,5,4,7,1,9,18,17,9,0,0
"E00034174",114,0,0,5,0,0,0,2,0,3,0,0,0,5,16,12,3,2,3,3,6,2,10,23,17,7,0,0
"E00034175",84,0,1,8,1,0,0,1,0,3,3,0,4,4,13,8,4,1,7,0,2,2,2,9,14,5,0,0
"E00034176",91,0,0,9,1,0,0,3,1,3,1,0,0,10,10,4,3,5,3,3,7,2,8,4,17,6,0,0
"E00034177",133,0,0,7,2,0,0,1,0,3,1,0,0,9,26,12,8,4,0,2,5,8,8,25,16,3,0,0
"E00034178",149,0,0,7,0,1,1,0,1,2,2,0,2,9,34,6,8,3,3,1,8,5,11,25,20,7,0,0
"E00034180",185,0,1,18,1,1,0,3,3,4,6,1,0,17,38,16,6,4,3,0,6,9,12,22,27,5,0,0
"E00034182",40,0,0,1,0,0,0,0,1,0,0,0,0,3,6,3,8,2,3,0,1,1,3,0,7,2,0,0
"E00034184",103,0,0,13,2,0,1,3,0,0,7,0,0,5,14,12,12,0,2,1,4,6,4,9,16,4,1,0
"E00034185",87,0,0,8,1,1,1,1,1,3,0,0,2,2,12,11,5,1,4,1,5,7,6,11,6,6,0,0
