"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00033982",82,12,4,8,14,5,7,2,0,0,26,8,2,5,5,6,10,1,9,0,11,3,8,0,9,5,4
"E00033983",185,46,28,18,35,20,9,6,0,0,78,46,9,9,10,4,9,2,7,0,13,6,6,1,4,2,2
"E00033984",198,23,16,7,36,23,7,4,1,1,68,38,7,5,16,2,34,5,27,2,30,6,24,0,7,2,5
"E00033985",165,33,15,18,33,21,8,4,0,0,53,35,5,2,6,5,21,9,12,0,11,5,5,1,14,7,7
"E00033986",211,19,8,11,34,18,12,1,1,2,71,28,11,16,11,5,41,7,30,4,24,6,18,0,22,9,13
"E00033987",214,41,29,12,48,27,15,6,0,0,73,47,8,9,5,4,19,9,10,0,25,8,17,0,8,6,2
"E00033988",205,31,15,16,45,28,13,2,1,1,67,43,6,4,8,6,40,5,33,2,10,2,7,1,12,5,7
"E00033989",190,26,13,13,54,33,18,2,0,1,65,42,10,6,3,4,26,7,19,0,13,3,9,1,6,5,1
"E00033990",235,40,16,24,64,28,32,2,2,0,76,37,11,13,11,4,37,5,27,5,8,2,5,1,10,6,4
"E00033991",227,37,19,18,50,29,17,3,0,1,75,39,9,13,7,7,25,3,19,3,22,8,14,0,18,4,14
"E00033992",229,31,9,22,22,13,7,1,1,0,79,46,2,5,19,7,37,17,20,0,40,9,30,1,20,10,10
"E00033993",332,43,19,24,73,24,30,15,3,1,119,76,7,11,20,5,39,16,20,3,31,13,18,0,27,16,11
"E00033994",264,62,14,48,54,21,22,7,3,1,87,32,7,16,25,7,39,5,29,5,16,5,11,0,6,5,1
"E00033995",209,31,12,19,35,17,12,6,0,0,60,31,3,5,13,8,48,6,41,1,31,9,21,1,4,2,2
"E00033996",233,35,22,13,35,23,8,3,1,0,80,47,10,11,10,2,58,5,49,4,22,5,15,2,3,3,0
"E00033997",268,41,13,28,38,17,18,2,0,1,122,63,14,24,12,9,30,7,15,8,24,11,12,1,13,5,8
"E00033998",229,43,18,25,35,11,18,3,3,0,75,40,8,13,7,7,24,5,17,2,35,14,20,1,17,4,13
"E00033999",225,50,23,27,28,11,4,9,3,1,86,36,9,15,21,5,25,9,14,2,26,8,15,3,10,3,7
"E00034000",230,35,17,18,25,10,9,4,2,0,79,41,4,15,18,1,40,10,28,2,33,6,25,2,18,9,9
"E00034001",251,29,14,15,54,34,16,2,2,0,90,52,6,8,21,3,21,4,15,2,30,10,17,3,27,11,16
"E00034002",190,20,7,13,24,8,9,5,2,0,56,32,7,9,4,4,24,5,17,2,39,11,27,1,27,9,18
"E00034003",166,32,8,24,20,5,11,4,0,0,64,23,7,16,12,6,16,10,4,2,16,7,9,0,18,3,15
"E00034004",173,28,13,15,16,9,4,1,2,0,56,34,3,6,7,6,28,8,17,3,34,9,23,2,11,5,6
"E00034005",248,33,21,12,28,12,8,8,0,0,81,40,10,16,14,1,35,8,24,3,27,7,20,0,44,18,26
"E00034006",228,33,13,20,30,13,13,2,1,1,76,39,6,10,11,10,32,7,23,2,31,12,17,2,26,13,13
"E00034007",179,34,15,19,24,13,7,3,1,0,52,33,2,4,11,2,27,8,18,1,24,11,13,0,18,7,11
"E00034008",244,44,18,26,50,39,9,1,1,0,69,44,6,5,10,4,36,5,28,3,18,4,12,2,27,10,17
"E00034009",199,25,12,13,21,8,9,2,2,0,53,30,6,7,6,4,30,5,20,5,44,17,27,0,26,14,12
"E00034010",181,24,5,19,19,10,6,2,0,1,50,28,5,2,8,7,27,6,21,0,14,9,5,0,47,29,18
"E00034011",274,30,16,14,72,36,30,6,0,0,113,61,15,21,13,3,32,4,25,3,12,2,10,0,15,4,11
"E00034012",228,30,10,20,37,20,10,5,2,0,87,49,8,8,12,10,43,6,31,6,22,5,17,0,9,3,6
"E00034013",226,23,15,8,45,34,6,3,2,0,81,54,10,9,5,3,38,6,30,2,19,4,15,0,20,8,12
"E00034014",213,34,19,15,21,10,7,2,1,1,62,42,1,4,11,4,21,5,11,5,49,21,28,0,26,8,18
"E00034015",209,38,11,27,21,5,9,7,0,0,73,34,7,9,17,6,31,6,23,2,24,8,15,1,22,10,12
"E00034016",212,31,13,18,25,11,9,5,0,0,68,40,5,12,8,3,34,4,29,1,33,7,22,4,21,5,16
"E00034017",266,53,22,31,34,21,9,3,1,0,100,44,13,17,16,10,38,3,34,1,29,7,21,1,12,2,10
"E00034019",225,31,14,17,46,24,16,6,0,0,80,44,9,17,8,2,33,8,25,0,11,4,5,2,24,9,15
"E00034020",245,39,14,25,46,29,16,1,0,0,93,32,11,15,27,8,30,5,22,3,21,4,15,2,16,4,12
"E00034021",241,37,10,27,47,22,19,4,2,0,80,30,13,17,13,7,36,7,25,4,20,6,14,0,21,11,10
"E00034022",274,36,13,23,58,27,27,2,2,0,97,47,11,14,17,8,39,10,24,5,25,8,16,1,19,12,7
"E00034023",187,12,9,3,46,25,17,4,0,0,64,46,6,5,5,2,22,13,9,0,22,13,9,0,21,15,6
"E00034024",228,29,13,16,71,39,18,12,2,0,83,44,5,14,16,4,27,10,13,4,10,7,3,0,8,5,3
"E00034025",291,50,24,26,41,25,6,10,0,0,104,58,18,10,13,5,35,9,23,3,34,14,17,3,27,13,14
"E00034026",214,35,12,23,43,26,11,5,0,1,82,44,8,14,11,5,32,10,19,3,14,3,11,0,8,3,5
"E00034027",172,26,9,17,53,31,17,3,0,2,62,31,8,7,9,7,15,9,5,1,9,5,4,0,7,2,5
"E00034028",238,29,16,13,62,26,23,9,2,2,80,50,8,7,11,4,26,14,11,1,19,8,8,3,22,14,8
"E00034029",296,45,28,17,70,34,29,6,1,0,104,63,17,14,8,2,40,10,30,0,22,10,10,2,15,11,4
"E00034030",208,24,10,14,46,24,17,4,1,0,76,45,11,14,6,0,29,7,21,1,16,6,9,1,17,9,8
"E00034031",196,25,12,13,35,23,7,3,2,0,82,54,2,11,12,3,22,2,19,1,15,2,10,3,17,8,9
"E00034032",261,42,15,27,25,20,5,0,0,0,103,42,19,15,22,5,39,5,31,3,21,3,18,0,31,17,14
"E00034033",201,34,13,21,29,16,9,4,0,0,81,34,11,18,11,7,25,4,21,0,14,2,12,0,18,7,11
"E00034034",252,43,17,26,29,20,6,0,3,0,103,49,12,17,19,6,33,12,19,2,23,8,14,1,21,7,14
"E00034035",254,50,13,37,47,29,15,3,0,0,81,41,6,9,15,10,38,7,23,8,24,7,17,0,14,4,10
"E00034036",263,40,14,26,31,18,8,3,0,2,101,45,6,21,13,16,42,2,38,2,20,6,14,0,29,7,22
"E00034037",264,40,10,30,36,18,14,4,0,0,106,40,13,19,21,13,34,9,21,4,23,8,13,2,25,6,19
"E00034038",280,32,16,16,53,39,9,3,2,0,98,54,10,10,20,4,49,16,26,7,38,8,30,0,10,3,7
"E00034039",262,37,19,18,28,22,3,2,1,0,95,52,12,15,10,6,48,14,31,3,31,9,22,0,23,13,10
"E00034040",218,34,15,19,44,28,14,1,1,0,75,39,10,15,5,6,31,5,25,1,25,4,21,0,9,3,6
"E00034041",257,30,14,16,29,13,13,2,1,0,87,44,8,18,13,4,41,4,30,7,31,9,21,1,39,15,24
"E00034042",244,35,22,13,35,21,13,0,1,0,95,48,16,17,9,5,32,8,20,4,22,5,17,0,25,15,10
"E00034043",270,40,18,22,46,27,14,3,2,0,99,48,7,15,22,7,38,20,15,3,25,16,9,0,22,16,6
"E00034044",271,58,17,41,32,14,11,3,1,3,103,40,17,19,20,7,30,5,20,5,27,8,19,0,21,7,14
"E00034045",257,42,15,27,52,23,21,4,2,2,85,42,13,8,16,6,32,8,20,4,23,6,16,1,23,14,9
"E00034046",230,32,13,19,30,14,9,4,3,0,88,48,10,17,7,6,31,8,21,2,28,5,20,3,21,10,11
"E00034047",222,36,13,23,30,14,10,5,0,1,99,49,13,20,10,7,25,8,13,4,20,11,9,0,12,8,4
"E00034048",222,27,11,16,34,19,12,1,2,0,70,31,10,13,6,10,34,8,24,2,24,9,15,0,33,14,19
"E00034049",229,22,14,8,58,32,17,6,1,2,70,37,11,13,8,1,31,10,20,1,33,12,16,5,15,8,7
"E00034050",249,34,14,20,57,32,22,2,0,1,93,44,16,17,10,6,33,5,19,9,23,6,15,2,9,2,7
"E00034051",166,15,8,7,45,23,19,2,1,0,62,48,2,6,2,4,15,5,10,0,20,14,6,0,9,6,3
"E00034052",208,32,12,20,49,19,22,6,1,1,74,39,8,14,9,4,30,10,20,0,11,4,7,0,12,7,5
"E00034053",277,56,33,23,61,31,25,5,0,0,95,51,11,14,18,1,38,12,17,9,15,1,14,0,12,5,7
"E00034054",259,39,12,27,51,25,19,4,2,1,97,49,10,21,9,8,27,3,21,3,19,7,11,1,26,10,16
"E00034055",275,52,21,31,45,32,7,3,3,0,119,80,6,11,17,5,33,17,7,9,12,6,5,1,14,4,10
"E00034056",195,29,19,10,54,25,19,8,2,0,57,44,8,1,2,2,19,11,7,1,23,11,11,1,13,7,6
"E00034057",178,27,10,17,48,18,18,9,1,2,68,30,8,14,9,7,9,3,6,0,17,7,9,1,9,4,5
"E00034058",230,45,25,20,65,51,6,7,1,0,58,42,2,2,10,2,26,13,12,1,18,8,8,2,18,8,10
"E00034059",331,47,19,28,76,38,27,11,0,0,104,54,12,18,17,3,41,11,24,6,31,5,26,0,32,13,19
"E00034061",284,55,26,29,75,38,32,3,1,1,96,53,7,15,15,6,27,2,24,1,12,3,9,0,19,6,13
"E00034062",417,199,181,18,80,58,16,6,0,0,74,52,7,4,9,2,28,13,10,5,21,4,13,4,15,9,6
"E00034063",432,296,285,11,66,48,14,3,0,1,38,24,3,3,4,4,13,2,8,3,10,5,2,3,9,6,3
"E00034064",469,358,347,11,42,37,3,0,1,1,30,13,3,4,3,7,18,3,13,2,15,0,15,0,6,3,3
"E00034065",248,30,13,17,44,26,16,0,2,0,78,39,10,6,16,7,39,7,30,2,35,7,26,2,22,11,11
"E00034066",234,42,25,17,57,43,7,7,0,0,51,27,2,7,5,10,30,11,17,2,32,13,17,2,22,9,13
"E00034067",249,42,25,17,76,50,16,7,1,2,70,39,11,6,12,2,31,7,19,5,18,8,10,0,12,5,7
"E00034068",247,73,63,10,38,27,5,3,2,1,91,61,8,14,4,4,21,7,10,4,8,4,4,0,16,9,7
"E00034069",371,151,134,17,89,68,16,5,0,0,77,51,9,6,6,5,28,7,19,2,11,3,6,2,15,8,7
"E00034070",273,61,46,15,108,69,22,15,1,1,67,42,10,8,7,0,18,4,11,3,12,4,8,0,7,4,3
"E00034071",317,72,55,17,81,50,23,6,2,0,97,67,12,1,15,2,34,16,15,3,21,9,10,2,12,9,3
"E00034072",251,50,34,16,51,32,15,2,2,0,78,54,7,2,13,2,25,12,11,2,15,11,3,1,32,19,13
"E00034073",233,108,92,16,60,49,8,3,0,0,39,21,6,3,5,4,11,3,5,3,10,3,6,1,5,2,3
"E00034074",269,58,35,23,87,60,15,12,0,0,72,37,14,5,10,6,26,12,12,2,9,2,6,1,17,11,6
"E00034075",210,28,15,13,61,34,16,10,1,0,60,35,5,3,13,4,28,16,11,1,18,9,9,0,15,9,6
"E00034076",246,78,66,12,50,31,11,8,0,0,64,41,6,7,6,4,29,14,15,0,10,5,4,1,15,11,4
"E00034077",203,39,21,18,63,41,13,8,0,1,53,36,1,3,8,5,15,5,7,3,9,5,4,0,24,18,6
"E00034078",219,65,43,22,47,27,16,3,1,0,65,40,5,6,8,6,16,7,7,2,14,10,3,1,12,7,5
"E00034079",248,83,68,15,55,33,14,5,2,1,75,55,3,5,9,3,16,11,5,0,11,6,5,0,8,7,1
"E00034080",207,64,48,16,57,50,2,5,0,0,47,28,3,7,4,5,18,6,10,2,12,1,10,1,9,4,5
"E00034081",326,106,80,26,91,80,7,3,1,0,65,37,6,7,7,8,20,11,7,2,19,15,4,0,25,18,7
"E00034082",194,43,32,11,50,31,14,5,0,0,46,31,4,2,7,2,13,4,8,1,28,8,18,2,14,8,6
"E00034083",224,79,70,9,61,43,17,0,1,0,54,28,8,10,7,1,13,4,7,2,9,3,5,1,8,3,5
"E00034084",217,88,72,16,58,35,14,8,1,0,51,27,14,8,2,0,6,3,3,0,6,4,2,0,8,6,2
"E00034085",220,56,46,10,67,54,8,3,2,0,62,34,8,9,9,2,15,7,6,2,6,1,4,1,14,10,4
"E00034086",122,46,34,12,22,13,7,1,1,0,32,5,9,9,9,0,11,6,5,0,6,5,1,0,5,2,3
"E00034087",229,136,130,6,39,35,2,0,2,0,24,9,3,1,11,0,13,1,12,0,7,3,4,0,10,6,4
"E00034088",243,60,38,22,61,38,17,3,2,1,64,43,7,3,7,4,31,17,13,1,16,8,7,1,11,5,6
"E00034089",271,146,131,15,46,35,7,1,0,3,47,22,11,4,7,3,14,1,10,3,7,2,4,1,11,4,7
"E00034090",283,138,129,9,56,46,10,0,0,0,50,21,17,8,3,1,15,5,10,0,13,9,3,1,11,8,3
"E00034091",207,114,102,12,37,21,9,1,3,3,31,9,15,0,5,2,10,0,6,4,8,4,4,0,7,3,4
"E00034092",207,90,83,7,49,44,4,0,1,0,35,23,2,3,7,0,16,5,6,5,9,4,5,0,8,3,5
"E00034093",350,166,154,12,72,57,13,1,1,0,60,40,5,11,4,0,25,10,13,2,16,4,10,2,11,4,7
"E00034094",380,189,182,7,82,69,4,6,3,0,57,35,8,7,6,1,17,3,12,2,22,5,13,4,13,6,7
"E00034095",224,63,58,5,50,38,11,1,0,0,47,26,5,4,10,2,33,16,16,1,18,9,9,0,13,9,4
"E00034096",317,174,163,11,43,33,7,1,2,0,52,36,5,1,7,3,21,6,14,1,18,7,10,1,9,6,3
"E00034097",314,175,162,13,46,38,5,0,3,0,39,18,8,5,5,3,20,3,11,6,19,3,14,2,15,4,11
"E00034098",309,147,136,11,53,45,6,2,0,0,47,27,7,7,3,3,26,4,20,2,18,6,12,0,18,9,9
"E00034099",301,165,155,10,48,43,4,0,1,0,41,28,4,1,5,3,22,4,16,2,14,3,11,0,11,2,9
"E00034100",270,63,51,12,76,49,17,9,1,0,71,43,8,9,6,5,35,10,23,2,15,7,8,0,10,6,4
"E00034101",240,28,16,12,78,62,8,6,2,0,65,48,9,2,4,2,27,11,15,1,23,9,11,3,19,11,8
"E00034102",215,37,22,15,65,39,18,6,2,0,61,39,7,4,10,1,23,7,13,3,10,5,5,0,19,8,11
"E00034104",274,45,25,20,64,42,17,1,2,2,78,44,4,7,19,4,48,14,31,3,25,10,15,0,14,4,10
"E00034105",302,122,100,22,63,43,15,3,0,2,74,39,13,9,5,8,19,5,12,2,12,5,6,1,12,8,4
"E00034106",182,41,31,10,31,23,6,2,0,0,57,30,11,10,4,2,32,2,29,1,20,7,12,1,1,0,1
"E00034107",276,86,74,12,57,44,11,2,0,0,65,36,6,6,14,3,34,3,28,3,19,6,13,0,15,9,6
"E00034108",165,28,22,6,31,20,7,3,1,0,44,31,2,6,4,1,13,9,4,0,24,16,6,2,25,23,2
"E00034109",153,24,15,9,30,19,5,3,2,1,66,46,5,8,7,0,14,8,4,2,7,4,3,0,12,9,3
"E00034110",267,66,52,14,60,45,14,1,0,0,93,60,9,10,12,2,23,7,11,5,13,4,9,0,12,5,7
"E00034111",210,29,5,24,37,12,17,4,4,0,81,44,7,10,9,11,28,6,19,3,20,8,11,1,15,7,8
"E00034113",247,63,26,37,28,14,7,6,1,0,97,48,5,15,28,1,27,6,19,2,20,6,13,1,12,6,6
"E00034114",263,63,24,39,33,12,9,11,1,0,88,46,5,16,12,9,26,7,18,1,22,5,15,2,31,7,24
"E00034115",228,38,19,19,49,19,20,6,3,1,71,28,8,12,17,6,28,6,17,5,26,7,18,1,16,8,8
"E00034116",254,42,21,21,56,22,20,10,3,1,79,41,9,14,7,8,39,11,26,2,18,3,14,1,20,9,11
"E00034117",222,38,9,29,41,23,12,6,0,0,79,43,6,4,9,17,25,4,17,4,24,9,15,0,15,7,8
"E00034118",165,28,6,22,29,9,18,1,1,0,58,31,3,8,14,2,28,6,21,1,12,5,7,0,10,6,4
"E00034119",239,37,16,21,42,22,9,8,1,2,84,53,5,10,10,6,34,4,27,3,19,6,13,0,23,14,9
"E00034120",213,45,18,27,36,20,9,6,1,0,73,33,10,12,10,8,21,0,20,1,21,6,15,0,17,10,7
"E00034121",228,34,10,24,45,15,14,6,5,5,68,40,3,9,12,4,44,7,28,9,24,6,18,0,13,2,11
"E00034122",246,32,13,19,47,18,22,5,2,0,72,42,9,3,13,5,37,4,28,5,37,10,25,2,21,4,17
"E00034123",247,67,23,44,50,16,20,11,3,0,82,38,16,12,13,3,24,5,17,2,14,7,6,1,10,2,8
"E00034124",239,36,6,30,59,19,27,9,4,0,74,40,13,6,6,9,28,3,19,6,21,5,14,2,21,8,13
"E00034125",221,34,12,22,38,15,16,4,3,0,71,35,8,11,11,6,39,10,24,5,22,4,17,1,17,7,10
"E00034126",307,57,30,27,54,31,20,0,3,0,107,46,16,11,22,12,36,10,25,1,33,5,25,3,20,5,15
"E00034127",267,53,17,36,58,22,20,11,5,0,91,42,14,13,12,10,34,4,26,4,18,3,15,0,13,5,8
"E00034130",233,30,14,16,37,16,13,8,0,0,80,47,10,9,8,6,45,9,28,8,19,3,16,0,22,10,12
"E00034131",310,60,23,37,48,34,11,3,0,0,113,57,10,14,16,16,37,8,28,1,25,4,19,2,27,6,21
"E00034132",156,19,2,17,30,14,7,8,0,1,52,20,6,10,8,8,24,9,13,2,17,4,12,1,14,7,7
"E00034133",195,26,16,10,36,19,12,2,3,0,70,40,12,10,6,2,27,5,18,4,19,9,8,2,17,7,10
"E00034134",248,50,19,31,43,21,11,7,2,2,73,41,9,7,11,5,37,12,21,4,26,7,17,2,19,11,8
"E00034135",187,24,9,15,33,18,8,5,2,0,69,34,6,9,14,6,33,18,14,1,15,8,7,0,13,8,5
"E00034136",265,52,17,35,36,18,10,2,2,4,110,50,13,19,19,9,24,3,17,4,27,11,13,3,16,7,9
"E00034137",187,32,13,19,38,12,8,17,0,1,60,30,7,10,9,4,26,4,20,2,14,7,5,2,17,6,11
"E00034138",224,38,17,21,57,22,21,8,6,0,74,44,4,10,11,5,30,4,19,7,18,10,7,1,7,3,4
"E00034139",249,38,19,19,26,16,7,2,1,0,85,51,5,12,12,5,38,6,25,7,27,3,21,3,35,9,26
"E00034140",201,35,17,18,27,19,8,0,0,0,72,46,5,9,9,3,19,4,15,0,23,2,18,3,25,13,12
"E00034141",171,18,9,9,36,9,20,7,0,0,43,21,6,10,3,3,19,6,13,0,24,9,15,0,31,16,15
"E00034142",299,47,12,35,55,24,16,14,0,1,96,45,12,17,14,8,41,6,31,4,33,6,24,3,27,13,14
"E00034143",262,48,17,31,18,11,5,1,1,0,96,41,7,13,21,14,47,9,33,5,25,3,20,2,28,10,18
"E00034144",282,61,28,33,53,20,17,12,3,1,80,32,10,15,16,7,42,9,30,3,25,7,14,4,21,12,9
"E00034145",188,30,16,14,30,11,9,7,3,0,63,37,9,4,11,2,26,6,20,0,19,7,10,2,20,6,14
"E00034146",214,50,18,32,34,8,19,6,0,1,79,36,14,13,7,9,12,3,7,2,20,7,12,1,19,7,12
"E00034147",195,35,12,23,35,16,10,7,1,1,60,30,2,8,14,6,25,5,16,4,14,7,6,1,26,15,11
"E00034148",266,49,14,35,65,14,35,14,2,0,78,28,12,17,18,3,36,1,28,7,12,5,7,0,26,16,10
"E00034149",210,35,16,19,29,18,6,5,0,0,74,29,9,18,15,3,31,9,15,7,23,11,11,1,18,9,9
"E00034150",165,27,7,20,28,16,9,2,1,0,56,24,3,9,12,8,17,6,10,1,21,11,9,1,16,8,8
"E00034151",223,39,16,23,43,11,18,11,3,0,77,33,10,11,16,7,17,1,14,2,20,5,13,2,27,12,15
"E00034152",242,33,12,21,39,18,11,6,3,1,83,42,7,15,16,3,41,4,31,6,19,6,11,2,27,15,12
"E00034153",222,37,16,21,43,21,14,6,2,0,76,40,10,13,10,3,28,9,16,3,23,6,16,1,15,10,5
"E00034154",275,47,25,22,46,28,11,7,0,0,97,59,9,11,10,8,38,7,29,2,15,5,9,1,32,15,17
"E00034155",277,54,17,37,53,14,23,11,4,1,96,37,22,16,18,3,32,11,19,2,29,10,18,1,13,8,5
"E00034156",167,29,9,20,39,5,22,9,3,0,45,11,10,5,14,5,22,11,7,4,16,12,1,3,16,9,7
"E00034157",234,47,18,29,36,14,19,3,0,0,81,46,9,10,12,4,34,10,20,4,12,6,6,0,24,12,12
"E00034158",279,64,31,33,23,11,6,3,2,1,103,50,9,17,17,10,31,10,17,4,28,8,20,0,30,17,13
"E00034159",232,30,16,14,45,28,11,5,1,0,89,45,18,11,10,5,34,8,20,6,19,3,16,0,15,8,7
"E00034160",224,36,13,23,28,9,10,8,0,1,71,38,9,4,7,13,33,5,22,6,25,7,18,0,31,9,22
"E00034161",216,27,13,14,42,31,7,4,0,0,80,46,8,6,14,6,34,12,16,6,25,6,19,0,8,2,6
"E00034162",267,45,11,34,60,37,13,7,2,1,96,47,7,19,15,8,25,5,15,5,23,5,18,0,18,4,14
"E00034163",200,28,16,12,31,16,6,8,1,0,70,35,7,12,12,4,29,5,23,1,20,12,8,0,22,12,10
"E00034164",267,42,15,27,56,28,22,3,3,0,82,44,10,10,14,4,36,12,17,7,23,12,11,0,28,11,17
"E00034165",171,35,10,25,37,13,17,6,0,1,62,19,10,20,10,3,17,4,10,3,13,3,10,0,7,1,6
"E00034167",324,50,20,30,52,32,9,6,3,2,99,52,6,16,16,9,64,20,40,4,36,10,25,1,23,15,8
"E00034168",269,50,21,29,35,13,12,6,4,0,104,59,9,11,20,5,37,6,31,0,22,3,17,2,21,6,15
"E00034169",247,24,17,7,77,59,15,3,0,0,82,67,3,3,5,4,38,16,20,2,12,3,9,0,14,5,9
"E00034170",255,46,16,30,40,20,16,0,2,2,92,43,16,5,19,9,36,9,23,4,23,7,15,1,18,7,11
"E00034171",211,26,15,11,34,17,12,2,2,1,72,51,3,10,5,3,32,7,18,7,27,10,16,1,20,12,8
"E00034172",230,35,23,12,57,31,21,4,0,1,78,47,10,10,10,1,23,3,17,3,25,7,16,2,12,5,7
"E00034173",187,25,16,9,49,36,11,1,1,0,77,43,14,13,3,4,15,8,4,3,12,9,3,0,9,4,5
"E00034174",198,20,8,12,52,31,18,3,0,0,74,41,14,7,10,2,18,4,12,2,20,7,12,1,14,7,7
"E00034175",201,26,11,15,26,13,7,6,0,0,73,42,2,12,14,3,36,7,27,2,23,7,16,0,17,12,5
"E00034176",128,10,6,4,32,20,10,2,0,0,54,31,8,6,9,0,15,8,5,2,8,1,7,0,9,6,3
"E00034177",226,29,16,13,53,38,14,1,0,0,65,36,10,10,5,4,32,10,22,0,19,6,13,0,28,19,9
"E00034178",254,32,21,11,66,46,16,4,0,0,95,64,11,10,5,5,23,8,15,0,22,10,12,0,16,4,12
"E00034180",283,58,31,27,68,38,24,6,0,0,98,51,11,13,16,7,28,8,19,1,17,1,16,0,14,7,7
"E00034182",110,17,6,11,25,18,5,1,1,0,30,16,1,5,3,5,11,7,4,0,8,3,5,0,19,15,4
"E00034184",194,36,7,29,38,16,15,5,2,0,75,33,6,12,16,8,22,10,11,1,10,2,7,1,13,12,1
"E00034185",197,27,11,16,25,13,11,0,0,1,62,31,6,9,7,9,26,12,13,1,35,11,22,2,22,16,6
"E00034187",193,30,10,20,43,36,5,0,2,0,64,44,7,5,4,4,21,13,4,4,23,11,12,0,12,6,6
"E00034188",255,47,23,24,51,26,16,8,1,0,88,43,8,19,11,7,29,7,17,5,26,11,13,2,14,10,4
"E00034189",225,40,16,24,36,19,13,0,3,1,80,40,9,10,10,11,39,6,33,0,11,6,5,0,19,10,9
"E00034190",185,37,16,21,25,5,12,6,2,0,75,35,9,11,19,1,19,2,14,3,14,7,7,0,15,12,3
"E00034191",197,25,13,12,37,17,15,5,0,0,69,43,6,11,6,3,28,8,15,5,23,10,13,0,15,7,8
"E00034192",275,46,19,27,55,24,17,10,1,3,80,47,8,8,13,4,42,3,36,3,20,1,18,1,32,15,17
"E00034193",225,29,16,13,39,20,11,8,0,0,76,35,3,19,17,2,34,9,24,1,28,11,15,2,19,6,13
"E00034194",197,37,19,18,27,10,5,8,2,2,85,46,11,15,5,8,19,5,13,1,18,6,12,0,11,5,6
"E00034195",188,38,12,26,35,18,12,4,1,0,58,25,4,13,13,3,32,16,16,0,14,4,10,0,11,4,7
"E00034196",259,44,13,31,49,18,25,5,0,1,92,51,13,11,10,7,30,8,17,5,22,9,13,0,22,7,15
"E00034197",260,50,16,34,37,16,9,8,4,0,98,56,12,10,10,10,23,3,20,0,33,8,25,0,19,6,13
"E00034199",245,54,13,41,35,18,10,4,2,1,78,34,12,15,12,5,32,13,14,5,29,13,11,5,17,9,8
"E00034200",294,133,112,21,21,17,3,1,0,0,62,38,7,7,8,2,33,15,12,6,27,12,12,3,18,9,9
"E00034201",237,55,39,16,63,54,7,2,0,0,57,40,4,4,5,4,34,20,11,3,20,10,9,1,8,7,1
"E00034202",234,39,10,29,23,10,7,3,3,0,80,36,7,16,11,10,28,6,21,1,42,9,31,2,22,15,7
"E00034203",352,172,160,12,61,44,13,2,2,0,60,36,8,3,9,4,29,10,18,1,16,10,6,0,14,8,6
"E00034208",215,17,11,6,51,41,8,2,0,0,55,36,5,8,6,0,24,10,10,4,38,20,13,5,30,22,8
"E00034209",160,22,20,2,32,32,0,0,0,0,53,48,0,3,2,0,22,9,12,1,26,13,12,1,5,4,1
"E00034211",220,53,40,13,44,36,7,1,0,0,55,37,4,3,10,1,37,15,20,2,12,9,3,0,19,6,13
"E00034212",219,49,36,13,54,39,9,1,4,1,63,45,3,3,6,6,36,11,20,5,15,8,6,1,2,1,1
"E00034213",374,45,27,18,67,37,25,3,2,0,92,54,15,13,6,4,64,21,35,8,68,28,35,5,38,20,18
"E00034215",111,33,19,14,23,10,9,0,2,2,25,15,5,1,1,3,14,2,7,5,13,2,9,2,3,1,2
"E00034216",350,96,66,30,91,49,31,9,0,2,87,35,9,23,13,7,27,9,15,3,32,11,20,1,17,10,7
"E00034219",221,47,36,11,52,34,16,2,0,0,76,53,6,10,6,1,14,7,6,1,22,10,12,0,10,6,4
"E00034221",233,31,13,18,15,5,8,1,1,0,78,40,7,9,14,8,30,7,17,6,44,9,35,0,35,12,23
"E00034222",329,113,96,17,82,75,4,0,1,2,63,43,4,4,8,4,31,13,17,1,28,9,13,6,12,7,5
"E00034223",219,49,38,11,29,23,2,4,0,0,71,62,0,3,4,2,23,8,14,1,27,11,16,0,20,11,9
"E00034224",337,168,149,19,59,40,10,6,3,0,53,23,15,3,3,9,28,8,17,3,15,3,10,2,14,10,4
"E00034225",287,102,93,9,55,44,6,1,4,0,58,37,10,4,5,2,25,8,16,1,31,4,26,1,16,4,12
"E00034227",324,176,163,13,41,36,3,2,0,0,61,37,5,12,3,4,19,5,13,1,13,6,7,0,14,6,8
"E00034228",375,207,196,11,74,62,7,2,2,1,36,20,5,5,4,2,22,11,9,2,27,8,18,1,9,8,1
"E00034230",386,209,193,16,75,64,7,1,2,1,54,30,6,4,9,5,27,1,20,6,11,5,6,0,10,6,4
"E00034231",331,160,155,5,51,40,9,0,2,0,52,41,4,4,3,0,30,9,16,5,18,8,8,2,20,10,10
"E00034234",264,43,16,27,57,18,23,10,6,0,92,60,8,8,14,2,36,4,29,3,13,5,8,0,23,5,18
"E00034235",245,55,18,37,40,7,26,3,2,2,86,34,7,9,27,9,33,5,27,1,17,6,11,0,14,4,10
